mock230-selftest-evidence-v1
wire	osrs239
001889	PASS	godwars_ancient_black_demon spawns for assist/reset
001890	PASS	godwars_ancient_black_demon assist timer executes
001891	PASS	godwars_ancient_black_demon assists its engaged general against the hero
001892	PASS	godwars_ancient_black_demon killed before its general keeps its normal clock
001893	PASS	godwars_zamorak_avatar empty-room reset executes
001894	PASS	godwars_zamorak_avatar empty chamber restores HP and all five combat levels
001895	PASS	godwars_ancient_greater_demon empty-room timer executes
001896	PASS	godwars_ancient_greater_demon empty chamber restores HP and all combat levels
001897	PASS	godwars_ancient_lesser_demon empty-room timer executes
001898	PASS	godwars_ancient_lesser_demon empty chamber restores HP and all combat levels
001899	PASS	godwars_ancient_black_demon empty-room timer executes
001900	PASS	godwars_ancient_black_demon empty chamber restores HP and all combat levels
001901	PASS	godwars_ancient_greater_demon killed after its general copies the boss deadline (137, want 137)
001902	PASS	godwars_ancient_lesser_demon killed after its general copies the boss deadline (137, want 137)
001903	PASS	godwars_ancient_black_demon killed after its general copies the boss deadline (137, want 137)
001904	PASS	godwars_bandos_avatar has three actors for tick-driven death ordering
001905	PASS	godwars_sergeant_goblin1 real death before its general keeps rate 25 (clock 29 at 4)
001906	PASS	godwars_bandos_avatar real death reaches corpse reap and a future respawn
001907	PASS	godwars_sergeant_goblin2 real death after its general copies shared clock 157 (boss 157 at 10)
001908	PASS	godwars_armadyl_avatar has three actors for tick-driven death ordering
001909	PASS	godwars_armadyl_bodyguard_skree real death before its general keeps rate 25 (clock 38 at 13)
001910	PASS	godwars_armadyl_avatar real death reaches corpse reap and a future respawn
001911	PASS	godwars_armadyl_bodyguard_geerin real death after its general copies shared clock 166 (boss 166 at 19)
001912	PASS	godwars_saradomin_avatar has three actors for tick-driven death ordering
001913	PASS	godwars_saradomin_unicorn real death before its general keeps rate 25 (clock 47 at 22)
001914	PASS	godwars_saradomin_avatar real death reaches corpse reap and a future respawn
001915	PASS	godwars_saradomin_lion real death after its general copies shared clock 175 (boss 175 at 28)
001916	PASS	godwars_zamorak_avatar has three actors for tick-driven death ordering
001917	PASS	godwars_ancient_greater_demon real death before its general keeps rate 25 (clock 56 at 31)
001918	PASS	godwars_zamorak_avatar real death reaches corpse reap and a future respawn
001919	PASS	godwars_ancient_lesser_demon real death after its general copies shared clock 184 (boss 184 at 37)
001920	PASS	Nex phase 1 crossing actor spawns
001921	PASS	Nex phase 1 crossing actor initializes
001922	PASS	Nex spawn cry is exact (got 'Fill my soul with smoke!')
001923	PASS	Nex phase 1 crossing hit caps at 2720 HP (got 100)
001924	PASS	Nex phase 1 crossing starts its mage intermission, dash, and exact cry 'Fumus, don't fail me!' (got 'Fumus, don't fail me!')
001925	PASS	Nex phase 1 intermission rejects a simultaneous hit
001926	PASS	Nex phase 1 exact-threshold actor reinitializes
001927	PASS	Nex phase 1 enters intermission from exact 2720 HP
001928	PASS	Nex phase 2 crossing actor spawns
001929	PASS	Nex phase 2 crossing actor initializes
001930	PASS	Nex spawn cry is exact (got 'Fill my soul with smoke!')
001931	PASS	Nex phase 2 crossing hit caps at 2040 HP (got 100)
001932	PASS	Nex phase 2 crossing starts its mage intermission, dash, and exact cry 'Umbra, don't fail me!' (got 'Umbra, don't fail me!')
001933	PASS	Nex phase 2 intermission rejects a simultaneous hit
001934	PASS	Nex phase 2 exact-threshold actor reinitializes
001935	PASS	Nex phase 2 enters intermission from exact 2040 HP
001936	PASS	Nex phase 3 crossing actor spawns
001937	PASS	Nex phase 3 crossing actor initializes
001938	PASS	Nex spawn cry is exact (got 'Fill my soul with smoke!')
001939	PASS	Nex phase 3 crossing hit caps at 1360 HP (got 100)
001940	PASS	Nex phase 3 crossing starts its mage intermission, dash, and exact cry 'Cruor, don't fail me!' (got 'Cruor, don't fail me!')
001941	PASS	Nex phase 3 intermission rejects a simultaneous hit
001942	PASS	Nex phase 3 exact-threshold actor reinitializes
001943	PASS	Nex phase 3 enters intermission from exact 1360 HP
001944	PASS	Nex phase 4 crossing actor spawns
001945	PASS	Nex phase 4 crossing actor initializes
001946	PASS	Nex spawn cry is exact (got 'Fill my soul with smoke!')
001947	PASS	Nex phase 4 crossing hit caps at 680 HP (got 100)
001948	PASS	Nex phase 4 crossing starts its mage intermission, dash, and exact cry 'Glacies, don't fail me!' (got 'Glacies, don't fail me!')
001949	PASS	Nex phase 4 intermission rejects a simultaneous hit
001950	PASS	Nex phase 4 exact-threshold actor reinitializes
001951	PASS	Nex phase 4 enters intermission from exact 680 HP
001952	PASS	Nex ordered phase-transition actor spawns
001953	PASS	nex_smokemage spawns for phase gating
001954	PASS	nex_smokemage is immune before its intermission
001955	PASS	nex_smokemage accepts damage during its intermission
001956	PASS	nex_smokemage applies the 50-plus-tail damage cap (got 54)
001957	PASS	nex_smokemage death queue executes
001958	PASS	nex_smokemage advances exactly one phase, clears cadence, and says 'Darken my shadow!' (got 'Darken my shadow!')
001959	PASS	nex_shadowmage spawns for phase gating
001960	PASS	nex_shadowmage is immune before its intermission
001961	PASS	nex_shadowmage accepts damage during its intermission
001962	PASS	nex_shadowmage applies the 50-plus-tail damage cap (got 53)
001963	PASS	nex_shadowmage death queue executes
001964	PASS	nex_shadowmage advances exactly one phase, clears cadence, and says 'Flood my lungs with blood!' (got 'Flood my lungs with blood!')
001965	PASS	nex_bloodmage spawns for phase gating
001966	PASS	nex_bloodmage is immune before its intermission
001967	PASS	nex_bloodmage accepts damage during its intermission
001968	PASS	nex_bloodmage applies the 50-plus-tail damage cap (got 52)
001969	PASS	nex_bloodmage death queue executes
001970	PASS	nex_bloodmage advances exactly one phase, clears cadence, and says 'Infuse me with the power of ice!' (got 'Infuse me with the power of ice!')
001971	PASS	nex_icemage spawns for phase gating
001972	PASS	nex_icemage is immune before its intermission
001973	PASS	nex_icemage accepts damage during its intermission
001974	PASS	nex_icemage applies the 50-plus-tail damage cap (got 55)
001975	PASS	nex_icemage death queue executes
001976	PASS	nex_icemage advances exactly one phase, clears cadence, and says 'NOW, THE POWER OF ZAROS!' (got 'NOW, THE POWER OF ZAROS!')
001977	PASS	Glacies death enters Zaros with Soul Split and Turmoil assets
001978	PASS	Nex spawns for attack/special matrix
001979	PASS	[proc,nex_magic_auto] phase 1 executes
001980	PASS	[proc,nex_magic_auto] phase 1 selects nex_cast_attack (got 9189, want 9189)
001981	PASS	[proc,nex_magic_auto] phase 1 emits nex2021_smoke_magic_attack
001982	PASS	[proc,nex_magic_auto] queues projectile nex_smoke_attack_proj (1997)
001983	PASS	[proc,nex_magic_auto] projectile timing/geometry is 32..52, target -1, heights 40/36, peak/arc 15/11 (got 32..52 target -1 40/36 15/11)
001984	PASS	[proc,nex_magic_auto] phase 1 queues one nex_smoke_attack_impact landing at tick 1
001985	PASS	[proc,nex_magic_auto] phase 3 executes
001986	PASS	[proc,nex_magic_auto] phase 3 selects nex_cast_attack (got 9189, want 9189)
001987	PASS	[proc,nex_magic_auto] phase 3 emits nex2021_blood_magic_attack
001988	PASS	[proc,nex_magic_auto] queues projectile nex_blood_attack_proj (2000)
001989	PASS	[proc,nex_magic_auto] projectile timing/geometry is 32..52, target -1, heights 40/36, peak/arc 15/11 (got 32..52 target -1 40/36 15/11)
001990	PASS	[proc,nex_magic_auto] phase 3 queues one nex_blood_attack_impact landing at tick 1
001991	PASS	[proc,nex_magic_auto] phase 4 executes
001992	PASS	[proc,nex_magic_auto] phase 4 selects nex_cast_attack (got 9189, want 9189)
001993	PASS	[proc,nex_magic_auto] phase 4 emits nex2021_first_cast_attack
001994	PASS	[proc,nex_magic_auto] queues projectile nex_ice_attack_proj (2004)
001995	PASS	[proc,nex_magic_auto] projectile timing/geometry is 32..52, target -1, heights 40/36, peak/arc 15/11 (got 32..52 target -1 40/36 15/11)
001996	PASS	[proc,nex_magic_auto] phase 4 queues one nex_ice_attack_impact landing at tick 1
001997	PASS	[proc,nex_magic_auto] phase 5 executes
001998	PASS	[proc,nex_magic_auto] phase 5 selects nex_cast_attack (got 9189, want 9189)
001999	PASS	[proc,nex_magic_auto] phase 5 emits nex2021_finale_magic_attack
002000	PASS	[proc,nex_magic_auto] queues projectile nex_finale_attack_proj (2007)
002001	PASS	[proc,nex_magic_auto] projectile timing/geometry is 32..52, target -1, heights 40/36, peak/arc 15/11 (got 32..52 target -1 40/36 15/11)
002002	PASS	[proc,nex_magic_auto] phase 5 queues one nex_finale_attack_impact landing at tick 1
002003	PASS	[proc,nex_melee_auto] phase 1 executes
002004	PASS	[proc,nex_melee_auto] phase 1 selects nex_attack (got 9180, want 9180)
002005	PASS	[proc,nex_melee_auto] phase 1 emits nex2021_melee_attack
002006	PASS	[proc,nex_melee_auto] phase 1 emits no projectile
002007	PASS	[proc,nex_melee_auto] phase 5 executes
002008	PASS	[proc,nex_melee_auto] phase 5 selects nex_attack (got 9180, want 9180)
002009	PASS	[proc,nex_melee_auto] phase 5 emits nex2021_melee_attack
002010	PASS	[proc,nex_melee_auto] phase 5 emits no projectile
002011	PASS	Nex Shadow ranged auto executes
002012	PASS	Nex Shadow auto selects nex_alternate_cast_attack
002013	PASS	Nex Shadow auto emits alternate-cast sound
002014	PASS	Nex Shadow auto queues projectile nex_shadow_attack_proj (1999)
002015	PASS	Nex Shadow auto projectile timing/geometry is 32..52, target -1, heights 40/36, peak/arc 15/11 (got 32..52 target -1 40/36 15/11)
002016	PASS	Nex Shadow auto queues one landing at tick 1
002017	PASS	[proc,nex_special_smoke] branch 0 executes
002018	PASS	[proc,nex_special_smoke] branch 0 emits nex2021_player_smoked
002019	PASS	[proc,nex_special_smoke] branch 0 says exact cry 'Let the virus flow through you!' (got 'Let the virus flow through you!')
002020	PASS	Nex virus applies smoke impact and one two-tick cough queue
002021	PASS	[proc,nex_special_smoke] branch 1 executes
002022	PASS	[proc,nex_special_smoke] branch 1 selects nex_dash_attack (got 9178, want 9178)
002023	PASS	[proc,nex_special_smoke] branch 1 emits nex2021_dash_prepare
002024	PASS	[proc,nex_special_smoke] branch 1 says exact cry 'There is... NO ESCAPE!' (got 'There is... NO ESCAPE!')
002025	PASS	Nex escape dash emits movement sound after charge
002026	PASS	[proc,nex_special_shadow] branch 0 executes
002027	PASS	[proc,nex_special_shadow] branch 0 emits nex2021_shadow_cast
002028	PASS	[proc,nex_special_shadow] branch 0 says exact cry 'Fear the shadow!' (got 'Fear the shadow!')
002029	PASS	Nex Shadow Smash creates one warning and one three-tick landing queue
002030	PASS	[proc,nex_special_shadow] branch 1 executes
002031	PASS	[proc,nex_special_shadow] branch 1 emits nex2021_embrace_darkness
002032	PASS	[proc,nex_special_shadow] branch 1 says exact cry 'Embrace darkness!' (got 'Embrace darkness!')
002033	PASS	Nex darkness arms one one-tick player queue
002034	PASS	[proc,nex_special_blood] branch 0 executes
002035	PASS	[proc,nex_special_blood] branch 0 selects nex_blood_siphon (got 9183, want 9183)
002036	PASS	[proc,nex_special_blood] branch 0 emits nex2021_siphon
002037	PASS	[proc,nex_special_blood] branch 0 says exact cry 'A siphon will solve this!' (got 'A siphon will solve this!')
002038	PASS	Nex siphon emits its graphic, summons a reaver, and arms one immunity-release queue
002039	PASS	[proc,nex_special_blood] branch 1 executes
002040	PASS	[proc,nex_special_blood] branch 1 emits nex2021_sacrifice_cast
002041	PASS	[proc,nex_special_blood] branch 1 says exact cry 'I demand a blood sacrifice!' (got 'I demand a blood sacrifice!')
002042	PASS	Nex blood sacrifice marks its target and arms one seven-tick landing queue
002043	PASS	[proc,nex_special_ice] branch 0 executes
002044	PASS	[proc,nex_special_ice] branch 0 selects nex_smash_attack (got 9186, want 9186)
002045	PASS	[proc,nex_special_ice] branch 0 emits nex2021_smash_attack_charge
002046	PASS	[proc,nex_special_ice] branch 0 says exact cry 'Contain this!' (got 'Contain this!')
002047	PASS	[proc,nex_special_ice] branch 1 executes
002048	PASS	[proc,nex_special_ice] branch 1 emits nex2021_ice_prison_attack
002049	PASS	[proc,nex_special_ice] branch 1 says exact cry 'Die now, in a prison of ice!' (got 'Die now, in a prison of ice!')
002050	PASS	Nex ice prison emits one warning, centre plus four walls, and one seven-tick landing queue
002051	PASS	Nex Zaros overhead update executes at attack 4
002052	PASS	Nex Zaros attack 4 selects type/overhead 11281/2
002053	PASS	Nex Zaros overhead update executes at attack 8
002054	PASS	Nex Zaros attack 8 selects type/overhead 11278/0
002055	PASS	Nex Zaros overhead update executes at attack 12
002056	PASS	Nex Zaros attack 12 selects type/overhead 11280/1
002057	PASS	Nex Deflect Melee reflects half a 20 hit (out 0, hp 89)
002058	PASS	Nex Deflect Melee passes magic without reflection (out 20, hp 99, type 11281, phase 5, intermission 0, siphon 0)
002059	PASS	Nex spawns for landing-effect matrix
002060	PASS	Nex phase 1 magic landing executes
002061	PASS	Nex phase 1 landing deals 20, uses impact, drains prayer to 80, and heals 0 (hp 79, prayer 80, heal 0)
002062	PASS	Nex Smoke landing queues poison severity 16
002063	PASS	Nex phase 3 magic landing executes
002064	PASS	Nex phase 3 landing deals 20, uses impact, drains prayer to 70, and heals 4 (hp 79, prayer 70, heal 4)
002065	PASS	Nex phase 4 magic landing executes
002066	PASS	Nex phase 4 landing deals 20, uses impact, drains prayer to 70, and heals 0 (hp 79, prayer 70, heal 0)
002067	PASS	Nex Ice landing queues a 15-tick freeze
002068	PASS	Nex phase 5 magic landing executes
002069	PASS	Nex phase 5 landing deals 20, uses impact, drains prayer to 75, and heals 2 (hp 79, prayer 75, heal 2)
002070	PASS	Nex Smoke miss landing executes
002071	PASS	Nex Smoke miss resolves damage/prayer/heal/poison/freeze as 0/80/0/0/0 (got 0/80/0/0/0)
002072	PASS	Nex Smoke maximum landing executes
002073	PASS	Nex Smoke maximum resolves damage/prayer/heal/poison/freeze as 33/80/0/1/0 (got 33/80/0/1/0)
002074	PASS	Nex protected Blood landing executes
002075	PASS	Nex protected Blood resolves damage/prayer/heal/poison/freeze as 6/77/1/0/0 (got 6/77/1/0/0)
002076	PASS	Nex protected Ice landing executes
002077	PASS	Nex protected Ice resolves damage/prayer/heal/poison/freeze as 10/75/0/0/0 (got 10/75/0/0/0)
002078	PASS	Nex mid-flight Zaros protection landing executes
002079	PASS	Nex mid-flight Zaros protection resolves damage/prayer/heal/poison/freeze as 15/75/0/0/0 (got 15/75/0/0/0)
002080	PASS	Nex cast-time Zaros protection landing executes
002081	PASS	Nex cast-time Zaros protection resolves damage/prayer/heal/poison/freeze as 10/75/0/0/0 (got 10/75/0/0/0)
002082	PASS	Nex cancelled Zaros protection landing executes
002083	PASS	Nex cancelled Zaros protection resolves damage/prayer/heal/poison/freeze as 20/75/0/0/0 (got 20/75/0/0/0)
002084	PASS	pre-Zaros damage cannot activate Turmoil
002085	PASS	a zero-damage Zaros hit cannot activate Turmoil
002086	PASS	landed Zaros Turmoil drains and transfers two levels in all five combat stats with leech assets
002087	PASS	Nex Shadow landing deals 20 and drains four prayer (hp 79, prayer 76)
002088	PASS	Nex mage spell 1 landing deals 20 with exact impact
002089	PASS	Nex smoke mage queues poison severity 16
002090	PASS	Nex mage spell 2 landing deals 20 with exact impact
002091	PASS	Nex mage spell 3 landing deals 20 with exact impact
002092	PASS	Nex blood mage heals its source for four
002093	PASS	Nex mage spell 4 landing deals 20 with exact impact
002094	PASS	Nex ice mage queues a six-tick freeze
002095	PASS	Nex cough tick drains two prayer/magic and re-arms after two ticks
002096	PASS	Nex Shadow Smash landing hits its warned 3x3 tile for 0..50 (hp 89)
002097	PASS	Nex darkness damages an adjacent player for 0..30 and re-arms next tick (hp 72)
002098	PASS	Nex sacrifice transfers exactly its 0..80 damage and drains one-third prayer (hp 72, heal 27, prayer 54)
002099	PASS	Nex Ice Prison arms for its salamander break test
002100	PASS	Ice Prison exposes its east wall as an active loc (centre/wall 9236/9238 at 2925,5202)
002101	PASS	a salamander always breaks an Ice Prison wall (trigger 1)
002102	PASS	salamander break disarms the prison without tar
002103	PASS	a broken Ice Prison cannot apply its delayed hit
002104	PASS	Nex Ice Prison re-arms its live loc formation
002105	PASS	Nex Ice Prison hits every player still in the armed 3x3 for 0..75 (hp 64)
002106	PASS	Nex cleanup fixture arms all seven player-owned attack/effect queues (got 7)
002107	PASS	Nex player-effect cleanup executes
002108	PASS	Nex cleanup removes every armed effect and cough deadline (remaining 0)
002109	PASS	Nex spawns for Wrath death audit
002110	PASS	Nex real death hook executes for Wrath audit
002111	PASS	Nex death says exact Wrath cry, emits graphic 2008, and arms one three-tick 5x5 landing
002112	PASS	all Nex scoreboard/contribution varps resolve
002113	PASS	Nex scoreboard duration 50 yields kills/best 1/50 and clears contribution state
002114	PASS	Nex scoreboard duration 80 yields kills/best 2/50 and clears contribution state
002115	PASS	Nex scoreboard duration 40 yields kills/best 3/40 and clears contribution state
002116	PASS	Nex contribution death-hook fixture resolves
002117	PASS	Nex spawns for equal contribution tie
002118	PASS	Nex death hook executes for equal contribution tie
002119	PASS	equal contribution tie awards exactly one MVP big-bones drop to player 0 (mvp/other 1/0)
002120	PASS	equal contribution tie gives eligible killcounts 1/1 and clears both contribution records
002121	PASS	Nex spawns for unequal exact-threshold contribution
002122	PASS	Nex death hook executes for unequal exact-threshold contribution
002123	PASS	unequal exact-threshold contribution awards exactly one MVP big-bones drop to player 1 (mvp/other 1/0)
002124	PASS	unequal exact-threshold contribution gives eligible killcounts 1/1 and clears both contribution records
002125	PASS	Nex spawns for sub-threshold contribution
002126	PASS	Nex death hook executes for sub-threshold contribution
002127	PASS	sub-threshold contribution awards exactly one MVP big-bones drop to player 1 (mvp/other 1/0)
002128	PASS	sub-threshold contribution gives eligible killcounts 0/1 and clears both contribution records
002129	PASS	Nex disconnect/logout clears personal contribution
002130	PASS	Nex death clears personal contribution
002131	PASS	nex has a runtime NPC record
002132	PASS	nex runtime hp/att/str/def/mage/range/rate is 3400/315/260/200/230/350/4 (got 3400/315/260/200/230/350/4)
002133	PASS	nex_spawning has a runtime NPC record
002134	PASS	nex_spawning runtime hp/att/str/def/mage/range/rate is 3400/315/260/200/230/350/4 (got 3400/315/260/200/230/350/4)
002135	PASS	nex_soulsplit has a runtime NPC record
002136	PASS	nex_soulsplit runtime hp/att/str/def/mage/range/rate is 3400/315/260/200/230/350/4 (got 3400/315/260/200/230/350/4)
002137	PASS	nex_deflect has a runtime NPC record
002138	PASS	nex_deflect runtime hp/att/str/def/mage/range/rate is 3400/315/260/200/230/350/4 (got 3400/315/260/200/230/350/4)
002139	PASS	nex_smokemage has a runtime NPC record
002140	PASS	nex_smokemage runtime hp/att/str/def/mage/range/rate is 500/1/200/1/200/0/5 (got 500/1/200/1/200/0/5)
002141	PASS	nex_shadowmage has a runtime NPC record
002142	PASS	nex_shadowmage runtime hp/att/str/def/mage/range/rate is 500/1/200/1/200/0/5 (got 500/1/200/1/200/0/5)
002143	PASS	nex_bloodmage has a runtime NPC record
002144	PASS	nex_bloodmage runtime hp/att/str/def/mage/range/rate is 500/1/200/1/200/0/5 (got 500/1/200/1/200/0/5)
002145	PASS	nex_icemage has a runtime NPC record
002146	PASS	nex_icemage runtime hp/att/str/def/mage/range/rate is 500/1/200/1/200/0/5 (got 500/1/200/1/200/0/5)
002147	PASS	nex_prison_warrior has a runtime NPC record
002148	PASS	nex_prison_warrior runtime hp/att/str/def/mage/range/rate is 100/190/100/190/50/0/5 (got 100/190/100/190/50/0/5)
002149	PASS	nex_prison_ranger has a runtime NPC record
002150	PASS	nex_prison_ranger runtime hp/att/str/def/mage/range/rate is 110/1/100/1/100/190/5 (got 110/1/100/1/100/190/5)
002151	PASS	nex_prison_mage has a runtime NPC record
002152	PASS	nex_prison_mage runtime hp/att/str/def/mage/range/rate is 125/1/100/1/200/0/5 (got 125/1/100/1/200/0/5)
002153	PASS	nex_prison_blood_reaver has a runtime NPC record
002154	PASS	nex_prison_blood_reaver runtime hp/att/str/def/mage/range/rate is 125/1/100/1/190/0/5 (got 125/1/100/1/190/0/5)
002155	PASS	nex_prison_blood_reaver_boss has a runtime NPC record
002156	PASS	nex_prison_blood_reaver_boss runtime hp/att/str/def/mage/range/rate is 150/1/100/1/190/0/5 (got 150/1/100/1/190/0/5)
002157	PASS	Nex spawns for cadence boundaries
002158	PASS	Nex attack one is Choke, not an ordinary auto
002159	PASS	Nex attack four remains an ordinary Shadow auto
002160	PASS	Nex attack five selects exactly one Shadow special
002161	PASS	Nex melee-chain swing 1 executes
002162	PASS	Nex melee-chain swing 1 leaves attacks/chain 1/2 (got 1/2)
002163	PASS	Nex melee-chain swing 2 executes
002164	PASS	Nex melee-chain swing 2 leaves attacks/chain 2/1 (got 2/1)
002165	PASS	Nex melee-chain swing 3 executes
002166	PASS	Nex melee-chain swing 3 leaves attacks/chain 3/0 (got 3/0)
002167	PASS	Nex final cooldown is four ticks
002168	PASS	a second player joins for Nex target selection
002169	PASS	Nex defence fixture resolves rune platebody/torso
002170	PASS	Nex spawns for two-player target selection
002171	PASS	Nex two-player nearest-target selection executes
002172	PASS	Nex targets the nearer second player (queues 0/1)
002173	PASS	first player's Nex ranged-defence score resolves
002174	PASS	second player's Nex ranged-defence score resolves
002175	PASS	rune platebody raises ranged defence (80 > 0)
002176	PASS	Nex equal-distance low-defence selection executes
002177	PASS	Nex breaks an equal-distance tie toward lower defence (queues 0/1)
002178	PASS	Nex reversed equal-distance defence selection executes
002179	PASS	Nex follows the lower defence when equipment is swapped (queues 1/0)
002180	PASS	five players join the Nex target simulation, got 5
002181	PASS	Nex five-player nearest-target selection executes
002182	PASS	Nex selects only the nearest of five players (queues 0/0/0/0/1)
002183	PASS	all 8 player slots join the Nex mass-room fixture (got 8)
002184	PASS	Nex spawns for 32-player room barrage
002185	PASS	Nex full-world Smoke barrage executes
002186	PASS	Nex mass barrage queues exactly one landing per participant (8/8)
002187	PASS	all 8 Nex participants independently release their landing queue (8/8)
002188	PASS	nex_prison_warrior spawns for attack asset test
002189	PASS	nex_prison_warrior attack path executes
002190	PASS	nex_prison_warrior selects human_sword_slash (got 390, want 390)
002191	PASS	nex_prison_warrior emits nex2021_smoke_magic_attack
002192	PASS	Nex prison warrior emits five smoke warnings and one five-tick landing queue
002193	PASS	nex_prison_ranger spawns for attack asset test
002194	PASS	nex_prison_ranger attack path executes
002195	PASS	nex_prison_ranger selects human_bow (got 426, want 426)
002196	PASS	nex_prison_ranger emits arrow_launch
002197	PASS	nex_prison_ranger queues projectile godwars_centaur_arrow_proj (1190)
002198	PASS	nex_prison_ranger projectile timing/geometry is 32..47, target -1, heights 80/36, peak/arc 15/11 (got 32..47 target -1 80/36 15/11)
002199	PASS	Nex prison ranger queues one bind landing at tick 1
002200	PASS	nex_prison_blood_reaver spawns for attack asset test
002201	PASS	nex_prison_blood_reaver attack path executes
002202	PASS	nex_prison_blood_reaver selects blood_reaver_attack (got 9194, want 9194)
002203	PASS	nex_prison_blood_reaver emits nex2021_blood_reaver_attack
002204	PASS	nex_prison_blood_reaver queues projectile nex_blood_attack_proj (2000)
002205	PASS	nex_prison_blood_reaver projectile timing/geometry is 32..47, target -1, heights 40/36, peak/arc 15/11 (got 32..47 target -1 40/36 15/11)
002206	PASS	Blood Reaver queues one impact at tick 1
002207	PASS	Nex prison mage spawns for four-spell rotation
002208	PASS	Nex prison mage spell 0 executes
002209	PASS	Nex prison mage spell 0 selects human_staff_pummel
002210	PASS	Nex prison mage spell 0 emits projectile sound
002211	PASS	Nex prison mage spell 0 queues projectile nex_smoke_attack_proj (1997)
002212	PASS	Nex prison mage spell 0 projectile timing/geometry is 32..47, target -1, heights 40/36, peak/arc 15/11 (got 32..47 target -1 40/36 15/11)
002213	PASS	Nex prison mage spell 0 queues nex_smoke_attack_impact at tick 1
002214	PASS	Nex prison mage spell 1 executes
002215	PASS	Nex prison mage spell 1 selects human_staff_pummel
002216	PASS	Nex prison mage spell 1 emits projectile sound
002217	PASS	Nex prison mage spell 1 queues projectile nex_shadow_attack_proj (1999)
002218	PASS	Nex prison mage spell 1 projectile timing/geometry is 32..47, target -1, heights 40/36, peak/arc 15/11 (got 32..47 target -1 40/36 15/11)
002219	PASS	Nex prison mage spell 1 queues shadow_barrage_impact at tick 1
002220	PASS	Nex prison mage spell 2 executes
002221	PASS	Nex prison mage spell 2 selects human_staff_pummel
002222	PASS	Nex prison mage spell 2 emits projectile sound
002223	PASS	Nex prison mage spell 2 queues projectile nex_blood_attack_proj (2000)
002224	PASS	Nex prison mage spell 2 projectile timing/geometry is 32..47, target -1, heights 40/36, peak/arc 15/11 (got 32..47 target -1 40/36 15/11)
002225	PASS	Nex prison mage spell 2 queues nex_blood_attack_impact at tick 1
002226	PASS	Nex prison mage spell 3 executes
002227	PASS	Nex prison mage spell 3 selects human_staff_pummel
002228	PASS	Nex prison mage spell 3 emits projectile sound
002229	PASS	Nex prison mage spell 3 queues projectile nex_ice_attack_proj (2004)
002230	PASS	Nex prison mage spell 3 projectile timing/geometry is 32..47, target -1, heights 40/36, peak/arc 15/11 (got 32..47 target -1 40/36 15/11)
002231	PASS	Nex prison mage spell 3 queues nex_ice_attack_impact at tick 1
002232	PASS	Nex prison mage spawns for landing effects
002233	PASS	Nex prison mage spell 0 landing executes
002234	PASS	Nex prison mage spell 0 lands 20 with exact impact
002235	PASS	Nex prison mage spell 0 emits nex2021_smoke_magic_attack_impact
002236	PASS	Nex prison Smoke queues poison severity 16
002237	PASS	protected Nex prison mage spell 0 landing executes
002238	PASS	protection blocks Nex prison mage spell 0 damage
002239	PASS	protected accurate Smoke still poisons
002240	PASS	Nex prison mage spell 1 landing executes
002241	PASS	Nex prison mage spell 1 lands 20 with exact impact
002242	PASS	Nex prison Shadow drains 15 Attack (got 84)
002243	PASS	protected Nex prison mage spell 1 landing executes
002244	PASS	protection blocks Nex prison mage spell 1 damage
002245	PASS	protected accurate Shadow still drains 15 Attack
002246	PASS	Nex prison mage spell 2 landing executes
002247	PASS	Nex prison mage spell 2 lands 20 with exact impact
002248	PASS	Nex prison mage spell 2 emits nex2021_blood_magic_attack_impact
002249	PASS	Nex prison Blood heals its source for four
002250	PASS	protected Nex prison mage spell 2 landing executes
002251	PASS	protection blocks Nex prison mage spell 2 damage
002252	PASS	protected accurate Blood heals from pre-prayer damage
002253	PASS	Nex prison mage spell 3 landing executes
002254	PASS	Nex prison mage spell 3 lands 20 with exact impact
002255	PASS	Nex prison mage spell 3 emits nex2021_iceprison_impact
002256	PASS	Nex prison Ice queues a six-tick freeze
002257	PASS	protected Nex prison mage spell 3 landing executes
002258	PASS	protection blocks Nex prison mage spell 3 damage
002259	PASS	protected accurate Ice still freezes six ticks
002260	PASS	missed Nex prison mage landing executes
002261	PASS	missed Nex prison spell applies no secondary effect
002262	PASS	Nex prison ranger spawns for bind landing
002263	PASS	Protect from Magic is active before prison bind
002264	PASS	Nex prison ranger bind landing executes
002265	PASS	Nex prison bind disables prayer, freezes five, emits impact, and hits 0..40 (hp 76)
002266	PASS	Nex prison warrior spawns for Smoke landing
002267	PASS	Nex prison warrior Smoke landing executes
002268	PASS	Nex prison Smoke emits exact impact/sound and hits a stationary target for 0..40 (hp 93)
002269	PASS	all GWD relog varps/varbits resolve
002270	PASS	GWD durable state writes a real player save
002271	PASS	GWD durable state reloads from disk
002272	PASS	gwd_hilt_reset_day survives relog with value 77 (got 77)
002273	PASS	gwd_ecumenical_charges survives relog with value 2 (got 2)
002274	PASS	gwd_frozen_door_state survives relog with value 4 (got 4)
002275	PASS	nex_personal_deaths survives relog with value 9 (got 9)
002276	PASS	nex_personal_best_ticks survives relog with value 321 (got 321)
002277	PASS	gwd_nex_death_items survives relog with value 2 (got 2)
002278	PASS	GWD KC counter 0 reloads with 11 (got 11)
002279	PASS	GWD KC counter 1 reloads with 22 (got 22)
002280	PASS	GWD KC counter 2 reloads with 33 (got 33)
002281	PASS	GWD KC counter 3 reloads with 44 (got 44)
