# 3rd/rsprot/gen/packet_versions.txt -- RSProt packet LAYOUT-VERSION ledger
#
# GENERATED FILE. Do not hand-edit.
#   generator : tools/rsprot_version_ledger.py
#   regenerate: python3 tools/rsprot_version_ledger.py
#   source    : /Users/matthewevers/Documents/git_repos/rsprot
#   revisions : osrs-221 .. osrs-239 (19 vendored)
#
# VERSION NUMBERS ARE APPEND-ONLY.
#   A (CLASS, DIR, HASH) triple keeps its VER forever. New layouts get the next
#   free number; existing numbers are never reassigned, renumbered or reused.
#   The generator aborts rather than change one, so C tables and generated
#   codecs can hard-code these numbers. Each class numbers its layouts 1..N in
#   ascending order of the revision that first introduced them.
#
# HASH is the first 12 hex digits of the SHA-256 of the normalised bodies of
# every function declared in the codec's .kt file, in source order: comments
# stripped, revision tokens folded to "osrsREV", whitespace collapsed. Nothing
# outside a function body contributes (no package, imports, class header, prot
# property or companion constants). Private same-file helpers ARE included --
# NpcHitEncoder.encode is a two-line dispatcher into pHits()/pHeadBars(), and an
# entry-point-only hash would report 1 layout for 221-236 instead of 16.
# A layout change living entirely in a CROSS-FILE helper (LoginBlockDecoder,
# PlayerInfo bit-packing, JagByteBuf) does NOT move this hash.
# HASH e3b0c44298fc is the empty body: a zero-payload packet
# (NoOpMessageEncoder) or a body-less interface declaration.
#
# DIR is RSProt-relative (RSProt is a server library):
#   out = *Encoder.kt = server -> client
#   in  = *Decoder.kt = client -> server
#
# REVS lists the revisions whose module contains that exact layout, as ranges
# (e.g. "221-230,233"). RETIRED means the layout is no longer present in any
# vendored revision; its number stays reserved.
#
# Columns are tab-separated:
#   CLASS  DIR  MODULE  VER  HASH  REVS
#
# SUMMARY
#   classes (class,dir pairs)  : 423
#     out (encoders)           : 278
#     in  (decoders)           : 145
#   distinct layouts           : 2490
#     out                      : 1616
#     in                       : 874
#   layouts per class          : min 1, max 19, mean 5.89
#   classes with 1 layout      : 198   (never change across their revisions)
#   classes changing every rev : 69
#   classes whose every layout : 348
#     is one contiguous run       (their C table row is a single range)
#   contiguous revision runs   : 2834
#     total, i.e. what a naive per-revision-run scheme would need. Deduplicating
#     recurring layouts by hash saves 344 codec bodies. Recurrence is real:
#     IfOpenTopEncoder cycles p2/p2Alt1/p2Alt2/p2Alt3 over 13 runs but only 4
#     distinct layouts, and revs 223-224 and 227-230 are byte-identical files.
CLASS	DIR	MODULE	VER	HASH	REVS
LocDelEncoder	out	desktop	12	f96bf5d7282f	236
LocDelEncoder	out	desktop	13	68259edf1380	237
LocDelEncoder	out	desktop	14	146ff0eadc2d	238
LocDelEncoder	out	desktop	15	9ee2a4d387c4	239
LocMergeEncoder	out	desktop	1	fe93b01421a5	221
LocMergeEncoder	out	desktop	2	9368f19d5591	222
LocMergeEncoder	out	desktop	3	6e57683ed70e	223
LocMergeEncoder	out	desktop	4	a16a9e90ca0c	224
LocMergeEncoder	out	desktop	5	7a2902bc77bf	225
LocMergeEncoder	out	desktop	6	1bf07d0ce803	226
LocMergeEncoder	out	desktop	7	eccfe925abed	227
LocMergeEncoder	out	desktop	8	6860cdbf41fa	228
LocMergeEncoder	out	desktop	9	7efb3d7c7ed8	229
LocMergeEncoder	out	desktop	10	3a712befc84c	230
LocMergeEncoder	out	desktop	11	4c60b2120c68	231
LocMergeEncoder	out	desktop	12	00ec0836b1c7	232
LocMergeEncoder	out	desktop	13	15e59ad5b452	233
LocMergeEncoder	out	desktop	14	eb3d96414400	234
LocMergeEncoder	out	desktop	15	c1b22d5c10f8	235
LocMergeEncoder	out	desktop	16	8ff272fa4a4c	236
LocMergeEncoder	out	desktop	17	c1efc6954474	237
LocMergeEncoder	out	desktop	18	0bb483d15600	238
LocMergeEncoder	out	desktop	19	ef9fb0b32138	239
LoginBlockDecoder	in	shared	1	14771e441586	221
LoginBlockDecoder	in	shared	2	102164c9a318	222
LoginBlockDecoder	in	shared	3	9ba57fec9b21	223
LoginBlockDecoder	in	shared	4	f94bfaf5ef56	224
LoginBlockDecoder	in	shared	5	1dd19f4aac0d	225
LoginBlockDecoder	in	shared	6	0d5c60d1fd38	226
LoginBlockDecoder	in	shared	7	e61fddb2f945	227
LoginBlockDecoder	in	shared	8	de40a3b9ba0c	228
LoginBlockDecoder	in	shared	9	2f5f86d909ef	229
LoginBlockDecoder	in	shared	10	1e9bc5368881	230
LoginBlockDecoder	in	shared	11	4c2a39c82d82	231
LoginBlockDecoder	in	shared	12	6cfd9f165a62	232
LoginBlockDecoder	in	shared	13	cee90d0a3552	233
LoginBlockDecoder	in	shared	14	f346861af48c	234
LoginBlockDecoder	in	shared	15	995bdbeda170	235
LoginBlockDecoder	in	shared	16	1174ffa2aa5d	236
LoginBlockDecoder	in	shared	17	66ac5f9d94a2	237
LoginBlockDecoder	in	shared	18	e06b4de0d846	238
LoginBlockDecoder	in	shared	19	a1aeb278a51c	239
LoginMessageDecoder	in	api	1	c609c5f25cfe	221-224
LoginMessageDecoder	in	api	2	a5ae7e1b1dde	225-239
LoginMessageEncoder	out	api	1	e3b0c44298fc	221-224
LoginMessageEncoder	out	api	2	b1f4f5978bd2	225-239
LogoutEncoder	out	desktop	1	e3b0c44298fc	221-239
LogoutTransferEncoder	out	desktop	1	8dc74f715f29	221-239
LogoutWithReasonEncoder	out	desktop	1	d10481ced1c4	221-239
MapAnimEncoder	out	desktop	1	4180361011a0	221
MapAnimEncoder	out	desktop	2	fd7f4b0db167	222
MapAnimEncoder	out	desktop	3	f15e78c11611	223
MapAnimEncoder	out	desktop	4	a136ee122851	224
MapAnimEncoder	out	desktop	5	9c173808c9c6	225
MapAnimEncoder	out	desktop	6	3553ae2561cf	226
MapAnimEncoder	out	desktop	7	0cf8f13675d9	227
MapAnimEncoder	out	desktop	8	a21170b93732	228
MapAnimEncoder	out	desktop	9	16bbf13cd8b5	229
MapAnimEncoder	out	desktop	10	6ad344ac818f	230
MapAnimEncoder	out	desktop	11	abf4b540f026	231
MapAnimEncoder	out	desktop	12	10320e906b71	232
MapAnimEncoder	out	desktop	13	424c9d192c41	233
MapAnimEncoder	out	desktop	14	400470298b9d	234
MapAnimEncoder	out	desktop	15	b689d5e5bb8b	235
MapAnimEncoder	out	desktop	16	9f4c05cc9e21	236
MapAnimEncoder	out	desktop	17	f0abb542d331	237
MapAnimEncoder	out	desktop	18	e8742bfa2090	238
MapAnimEncoder	out	desktop	19	bd5a983c85b3	239
MapAnimSpecificEncoder	out	desktop	1	aa73a51ae1b1	221
MapAnimSpecificEncoder	out	desktop	2	9f2ad18b9abc	222
MapAnimSpecificEncoder	out	desktop	3	7b66c23a86c0	223
MapAnimSpecificEncoder	out	desktop	4	06816332e118	224
MapAnimSpecificEncoder	out	desktop	5	a6c7bed707ce	225
MapAnimSpecificEncoder	out	desktop	6	27aa6cd27230	226
MapAnimSpecificEncoder	out	desktop	7	e9bbd9a59fa8	227
MapAnimSpecificEncoder	out	desktop	8	5e1d60011125	228
MapAnimSpecificEncoder	out	desktop	9	6caac8fa064b	229
MapAnimSpecificEncoder	out	desktop	10	5391b892860b	230
MapAnimSpecificEncoder	out	desktop	11	ae2e59fdb37d	231
MapAnimSpecificEncoder	out	desktop	12	62bb9e686ef6	232
MapAnimSpecificEncoder	out	desktop	13	306979c9ebda	233
MapAnimSpecificEncoder	out	desktop	14	cdcf4785c8a6	234
MapAnimSpecificEncoder	out	desktop	15	b82e34171741	235
MapAnimSpecificEncoder	out	desktop	16	69f70c0d3d8b	236
MapAnimSpecificEncoder	out	desktop	17	2f3a0850636e	237
MapAnimSpecificEncoder	out	desktop	18	9d6d00f583f4	238
MapAnimSpecificEncoder	out	desktop	19	c8466354fd2a	239
MapBuildCompleteDecoder	in	desktop	1	96896cd16831	221-239
MapProjAnimEncoder	out	desktop	1	b86fd892b0fe	221
MapProjAnimEncoder	out	desktop	2	0eb96531896f	222
MapProjAnimEncoder	out	desktop	3	19bc60988063	223
MapProjAnimEncoder	out	desktop	4	2f6875c3f6fa	224
MapProjAnimEncoder	out	desktop	5	5875c544ba5f	225
MapProjAnimEncoder	out	desktop	6	8d13ed387c62	226
MapProjAnimEncoder	out	desktop	7	b893e39d8855	227
MapProjAnimEncoder	out	desktop	8	8019959130d3	228
MapProjAnimEncoder	out	desktop	9	c76fb00d34ad	229
MapProjAnimEncoder	out	desktop	10	6e723ec6dd74	230
MapProjAnimV1Encoder	out	desktop	1	bbff24c45137	231
MapProjAnimV2Encoder	out	desktop	1	2c4a0b15b208	231
MapProjAnimV2Encoder	out	desktop	2	43e5b63237f1	232
MapProjAnimV2Encoder	out	desktop	3	257504ff03ca	233
MapProjAnimV2Encoder	out	desktop	4	7bbf48b1e004	234
MapProjAnimV2Encoder	out	desktop	5	092db95bdcc0	235
MapProjAnimV2Encoder	out	desktop	6	09a78e82e73d	236
MapProjAnimV2Encoder	out	desktop	7	9e1a100b78e5	237
MapProjAnimV2Encoder	out	desktop	8	a2398dbd06f6	238
MapProjAnimV2Encoder	out	desktop	9	3f748f4d02e1	239
MembershipPromotionEligibilityDecoder	in	desktop	1	0db6b4634fb9	221-239
MessageClanChannelEncoder	out	desktop	1	7a82117a71cc	221-239
MessageClanChannelSystemEncoder	out	desktop	1	e3e91cf9e04b	221-239
MessageFriendChannelEncoder	out	desktop	1	84f2a625664a	221-239
MessageGameEncoder	out	desktop	1	725edd59d553	221-239
MessagePrivateDecoder	in	desktop	1	277ef0d4f261	221-239
MessagePrivateEchoEncoder	out	desktop	1	7a6c18f591b8	221-239
MessagePrivateEncoder	out	desktop	1	53a57aea0dfe	221-239
MessagePublicDecoder	in	desktop	1	31fb59944a57	221-239
MidiJingleEncoder	out	desktop	1	f9431c9a2c31	221,229,237
MidiJingleEncoder	out	desktop	2	af1efd975f1e	222
MidiJingleEncoder	out	desktop	3	45f8526f9f82	223
MidiJingleEncoder	out	desktop	4	04b97e79daea	224
MidiJingleEncoder	out	desktop	5	61bb093fc961	225
MidiJingleEncoder	out	desktop	6	c2db6b6db874	226,233
MidiJingleEncoder	out	desktop	7	d60cc74e5891	227
MidiJingleEncoder	out	desktop	8	81fa29a4aeb8	228
MidiJingleEncoder	out	desktop	9	85059f92ad6f	230
MidiJingleEncoder	out	desktop	10	b633b54af6c7	231
MidiJingleEncoder	out	desktop	11	9fba79fe93db	232
MidiJingleEncoder	out	desktop	12	0b0430ec361f	234
MidiJingleEncoder	out	desktop	13	d565b034ebd1	235
MidiJingleEncoder	out	desktop	14	b3f0c1158031	236
MidiJingleEncoder	out	desktop	15	f9c0dbf78b9c	238
MidiJingleEncoder	out	desktop	16	a00e4b33c3bf	239
MidiSongEncoder	out	desktop	1	491391a1a110	221
MidiSongEncoder	out	desktop	2	c6dff8862d20	222
MidiSongEncoder	out	desktop	3	2a011a5df8cb	223
MidiSongEncoder	out	desktop	4	b97438a14b47	224
MidiSongEncoder	out	desktop	5	4653d1eaf58e	225
MidiSongOldEncoder	out	desktop	1	03f9a07980b0	221-222
MidiSongOldEncoder	out	desktop	2	847d7fc0ecb1	223
MidiSongOldEncoder	out	desktop	3	0f87372a420c	224
MidiSongOldEncoder	out	desktop	4	90fb0bd36906	225
MidiSongStopEncoder	out	desktop	1	b091ce309fd3	221
MidiSongStopEncoder	out	desktop	2	c2b2779465af	222,238
MidiSongStopEncoder	out	desktop	3	77a3fa51db9b	223,230,232
MidiSongStopEncoder	out	desktop	4	3aa5dff842a0	224,227-228
MidiSongStopEncoder	out	desktop	5	90e2ab6c0aad	225
MidiSongStopEncoder	out	desktop	6	dae7d98dfffe	226
MidiSongStopEncoder	out	desktop	7	f64588fe2ea0	229,231
MidiSongStopEncoder	out	desktop	8	7e2b0690b84b	233
MidiSongStopEncoder	out	desktop	9	2cf84d52f81a	234
MidiSongStopEncoder	out	desktop	10	910ffef90710	235,237
MidiSongStopEncoder	out	desktop	11	b11bbe4e4912	236
MidiSongStopEncoder	out	desktop	12	fd3a08e460c7	239
MidiSongV1Encoder	out	desktop	1	03f9a07980b0	226
MidiSongV2Encoder	out	desktop	1	8ca12f19b03e	226
MidiSongV2Encoder	out	desktop	2	705f0d22e801	227
MidiSongV2Encoder	out	desktop	3	6ce6ae5e421b	228
MidiSongV2Encoder	out	desktop	4	8446636a612d	229
MidiSongV2Encoder	out	desktop	5	34f78bd559ba	230
MidiSongV2Encoder	out	desktop	6	a61e02d65564	231
MidiSongV2Encoder	out	desktop	7	eb47174c4aa6	232
MidiSongV2Encoder	out	desktop	8	8d122772edfb	233
MidiSongV2Encoder	out	desktop	9	0778850d258d	234
MidiSongV2Encoder	out	desktop	10	45d8b8194202	235
MidiSongV2Encoder	out	desktop	11	6c0a2ed73bcd	236
MidiSongV2Encoder	out	desktop	12	58f5ecc81401	237
MidiSongV2Encoder	out	desktop	13	4f6d768f87b2	238
MidiSongV2Encoder	out	desktop	14	b0af5fc59536	239
MidiSongWithSecondaryEncoder	out	desktop	1	c17349de27bf	221
MidiSongWithSecondaryEncoder	out	desktop	2	ae264ff096cd	222
MidiSongWithSecondaryEncoder	out	desktop	3	47b3ef68ae2b	223
MidiSongWithSecondaryEncoder	out	desktop	4	def89bb42767	224
MidiSongWithSecondaryEncoder	out	desktop	5	00cf2112d7ca	225
MidiSongWithSecondaryEncoder	out	desktop	6	ffd8c1a8bcfa	226
MidiSongWithSecondaryEncoder	out	desktop	7	4c3fb3830ee8	227
MidiSongWithSecondaryEncoder	out	desktop	8	4cd38baa5ec2	228
MidiSongWithSecondaryEncoder	out	desktop	9	6219bc4e1c4d	229
MidiSongWithSecondaryEncoder	out	desktop	10	535d3a4f46e1	230
MidiSongWithSecondaryEncoder	out	desktop	11	dd6a73290edc	231
MidiSongWithSecondaryEncoder	out	desktop	12	13d56a301d4d	232
MidiSongWithSecondaryEncoder	out	desktop	13	d3480901fdef	233
MidiSongWithSecondaryEncoder	out	desktop	14	71cd0c617c9e	234
MidiSongWithSecondaryEncoder	out	desktop	15	2dfd11b67b6a	235
MidiSongWithSecondaryEncoder	out	desktop	16	ac8fdb413cbf	236
MidiSongWithSecondaryEncoder	out	desktop	17	ade6214a3c67	237
MidiSongWithSecondaryEncoder	out	desktop	18	0d0829f28225	238
MidiSongWithSecondaryEncoder	out	desktop	19	ad97f61d0f64	239
MidiSwapEncoder	out	desktop	1	15c17fa0e3ea	221
MidiSwapEncoder	out	desktop	2	73d16b55d4e8	222
MidiSwapEncoder	out	desktop	3	08201e8eb057	223
MidiSwapEncoder	out	desktop	4	c060872c9fe6	224
MidiSwapEncoder	out	desktop	5	313f1a42c730	225
MidiSwapEncoder	out	desktop	6	1866e8e9327a	226
MidiSwapEncoder	out	desktop	7	970eb7d89c42	227
MidiSwapEncoder	out	desktop	8	7e904f7d7a05	228
MidiSwapEncoder	out	desktop	9	448c7a76d252	229
MidiSwapEncoder	out	desktop	10	07894fbf482c	230
MidiSwapEncoder	out	desktop	11	d2f03b8d9c76	231
MidiSwapEncoder	out	desktop	12	e2275f68d897	232
MidiSwapEncoder	out	desktop	13	67673060067f	233
MidiSwapEncoder	out	desktop	14	b0852126d2e5	234
MidiSwapEncoder	out	desktop	15	1f0756fa639a	235
MidiSwapEncoder	out	desktop	16	0992a1981fdd	236
MidiSwapEncoder	out	desktop	17	c8b1401d10ea	237
MidiSwapEncoder	out	desktop	18	6115b4499b8f	238
MidiSwapEncoder	out	desktop	19	68abd90639a2	239
MinimapToggleEncoder	out	desktop	1	7ba816ee817d	221-239
MoveGameClickDecoder	in	desktop	1	82f6011c1174	221
MoveGameClickDecoder	in	desktop	2	9affc029480d	222,227
MoveGameClickDecoder	in	desktop	3	dff91cdb9b1e	223
MoveGameClickDecoder	in	desktop	4	4f1170b21b1f	224
MoveGameClickDecoder	in	desktop	5	67ad64ffc501	225
MoveGameClickDecoder	in	desktop	6	f1b91d3adaa9	226
MoveGameClickDecoder	in	desktop	7	4068d026d359	228
MoveGameClickDecoder	in	desktop	8	856330477e38	229
MoveGameClickDecoder	in	desktop	9	b462e60d8eb8	230
MoveGameClickDecoder	in	desktop	10	cdf8e6a25df4	231
MoveGameClickDecoder	in	desktop	11	1a2e9dcea9c8	232
MoveGameClickDecoder	in	desktop	12	403bf61806b8	233
MoveGameClickDecoder	in	desktop	13	4525d6730628	234
MoveGameClickDecoder	in	desktop	14	52e7f8d5c716	235
MoveGameClickDecoder	in	desktop	15	aab8448809af	236
MoveGameClickDecoder	in	desktop	16	4a80472ad11f	237
MoveGameClickDecoder	in	desktop	17	a5f89317a938	238
MoveGameClickDecoder	in	desktop	18	76d5e4e3c23d	239
MoveMinimapClickDecoder	in	desktop	1	26ef26eab267	221
MoveMinimapClickDecoder	in	desktop	2	69a174427fcf	222,227
MoveMinimapClickDecoder	in	desktop	3	1aa0fe20aa58	223
MoveMinimapClickDecoder	in	desktop	4	97d4772b4bdf	224
MoveMinimapClickDecoder	in	desktop	5	7dfe6c6522b1	225
MoveMinimapClickDecoder	in	desktop	6	cefde34ab0f8	226
MoveMinimapClickDecoder	in	desktop	7	785a06c2fc1c	228
MoveMinimapClickDecoder	in	desktop	8	50c9089d4f21	229
MoveMinimapClickDecoder	in	desktop	9	444981176ddf	230
MoveMinimapClickDecoder	in	desktop	10	6afc458cfcd9	231
MoveMinimapClickDecoder	in	desktop	11	187b2254693f	232
MoveMinimapClickDecoder	in	desktop	12	5a230c26395c	233
MoveMinimapClickDecoder	in	desktop	13	bf572e7cdadb	234
MoveMinimapClickDecoder	in	desktop	14	4a0f4be6e465	235
MoveMinimapClickDecoder	in	desktop	15	5108b6e0628e	236
MoveMinimapClickDecoder	in	desktop	16	df9b0c50d1dd	237
MoveMinimapClickDecoder	in	desktop	17	f5906ae4b18a	238
MoveMinimapClickDecoder	in	desktop	18	5a7c03042685	239
NoTimeoutDecoder	in	desktop	1	e0767c920b63	221-239
NpcAnimSpecificEncoder	out	desktop	1	d21d905421e5	221
NpcAnimSpecificEncoder	out	desktop	2	75d3ccbc8d38	222
NpcAnimSpecificEncoder	out	desktop	3	30f92bfca337	223
NpcAnimSpecificEncoder	out	desktop	4	103633f3b2bc	224
NpcAnimSpecificEncoder	out	desktop	5	45150d12f648	225
NpcAnimSpecificEncoder	out	desktop	6	9d325acbcc05	226
NpcAnimSpecificEncoder	out	desktop	7	942b33334d4b	227
NpcAnimSpecificEncoder	out	desktop	8	d049f112312f	228
NpcAnimSpecificEncoder	out	desktop	9	70487b40d655	229
NpcAnimSpecificEncoder	out	desktop	10	e70a11d4d7b5	230
NpcAnimSpecificEncoder	out	desktop	11	4546d584b238	231
NpcAnimSpecificEncoder	out	desktop	12	2c44fb7e2d8f	232
NpcAnimSpecificEncoder	out	desktop	13	c050e0676b00	233
NpcAnimSpecificEncoder	out	desktop	14	2bcf2b286456	234
NpcAnimSpecificEncoder	out	desktop	15	81f88b4515f3	235
NpcAnimSpecificEncoder	out	desktop	16	ee584d27ab51	236
NpcAnimSpecificEncoder	out	desktop	17	e305e7385107	237
NpcAnimSpecificEncoder	out	desktop	18	49e0226178bc	238
NpcAnimSpecificEncoder	out	desktop	19	aa7fd5ec76a0	239
NpcBaseAnimationSetEncoder	out	desktop	1	16ace1f37bcd	221
NpcBaseAnimationSetEncoder	out	desktop	2	bc9829bb8c3c	222
NpcBaseAnimationSetEncoder	out	desktop	3	c9edc6d419be	223
NpcBaseAnimationSetEncoder	out	desktop	4	6f6b7cae3351	224
NpcBaseAnimationSetEncoder	out	desktop	5	0b75041ccfcc	225
NpcBaseAnimationSetEncoder	out	desktop	6	a4cef123ca97	226
NpcBaseAnimationSetEncoder	out	desktop	7	61ef4c6b531a	227
NpcBaseAnimationSetEncoder	out	desktop	8	bba4d18ae311	228
NpcBaseAnimationSetEncoder	out	desktop	9	a82a7c7e604e	229
NpcBaseAnimationSetEncoder	out	desktop	10	a6d2b1427811	230
NpcBaseAnimationSetEncoder	out	desktop	11	b89570528bc7	231
NpcBaseAnimationSetEncoder	out	desktop	12	3fcaafdef81e	232
NpcBaseAnimationSetEncoder	out	desktop	13	be1d53a76cc7	233
NpcBaseAnimationSetEncoder	out	desktop	14	fa9f62d6288a	234
NpcBaseAnimationSetEncoder	out	desktop	15	2fd81daa0f32	235
NpcBaseAnimationSetEncoder	out	desktop	16	e1d0f3d03644	236
NpcBaseAnimationSetEncoder	out	desktop	17	51845a1455a6	237
NpcBaseAnimationSetEncoder	out	desktop	18	64ff0a836261	238
NpcBaseAnimationSetEncoder	out	desktop	19	c41b1b557ded	239
NpcBodyCustomisationEncoder	out	desktop	1	b921bf8f188f	221
NpcBodyCustomisationEncoder	out	desktop	2	3c15cb1bfcc3	222
NpcBodyCustomisationEncoder	out	desktop	3	3df2254c0f3b	223
NpcBodyCustomisationEncoder	out	desktop	4	b6dec96f06be	224
NpcBodyCustomisationEncoder	out	desktop	5	035668ddded8	225
NpcBodyCustomisationEncoder	out	desktop	6	25439be9c6d5	226
NpcBodyCustomisationEncoder	out	desktop	7	ba0045b24ff3	227
NpcBodyCustomisationEncoder	out	desktop	8	e35bdf480d67	228
NpcBodyCustomisationEncoder	out	desktop	9	0c10bc133b52	229
NpcBodyCustomisationEncoder	out	desktop	10	f68ce82f09ef	230
NpcBodyCustomisationEncoder	out	desktop	11	b2c8722555d9	231
NpcBodyCustomisationEncoder	out	desktop	12	0eaeabce1e12	232
NpcBodyCustomisationEncoder	out	desktop	13	d2387dd4ecaf	233
NpcBodyCustomisationEncoder	out	desktop	14	6e0f2fe4f4b6	234
NpcBodyCustomisationEncoder	out	desktop	15	588449828960	235
NpcBodyCustomisationEncoder	out	desktop	16	7a31f5aa5828	236
NpcBodyCustomisationEncoder	out	desktop	17	d5f5d2852878	237
NpcBodyCustomisationEncoder	out	desktop	18	9f458bbbb3f3	238
NpcBodyCustomisationEncoder	out	desktop	19	61377591e929	239
NpcCombatLevelChangeEncoder	out	desktop	1	5003519e7c59	221,229,231-232,234
NpcCombatLevelChangeEncoder	out	desktop	2	82481ce29e41	222-223,228,235
NpcCombatLevelChangeEncoder	out	desktop	3	0b2fd4142f0b	224-225,227,230,239
NpcCombatLevelChangeEncoder	out	desktop	4	852f4d61edc2	226,233,236-238
NpcExactMoveEncoder	out	desktop	1	7bde318decb1	221
NpcExactMoveEncoder	out	desktop	2	0a2489c6fa1a	222
NpcExactMoveEncoder	out	desktop	3	814a3ded69ff	223
NpcExactMoveEncoder	out	desktop	4	4746092ce279	224
NpcExactMoveEncoder	out	desktop	5	52c427ef4c06	225
NpcExactMoveEncoder	out	desktop	6	14bed745e1f2	226
NpcExactMoveEncoder	out	desktop	7	ddef07bb6eb8	227
NpcExactMoveEncoder	out	desktop	8	2c40801aefe1	228
NpcExactMoveEncoder	out	desktop	9	f2826b8859cf	229
NpcExactMoveEncoder	out	desktop	10	f6ae296dbe13	230
NpcExactMoveEncoder	out	desktop	11	0604774dc3af	231
NpcExactMoveEncoder	out	desktop	12	502c09f1f8a1	232
NpcExactMoveEncoder	out	desktop	13	9681a46c2bbb	233
NpcExactMoveEncoder	out	desktop	14	9651c629c01d	234
NpcExactMoveEncoder	out	desktop	15	420bda781038	235
NpcExactMoveEncoder	out	desktop	16	6bf8dc7ea12c	236
NpcExactMoveEncoder	out	desktop	17	85497a4be87c	237
NpcExactMoveEncoder	out	desktop	18	fc236d838776	238
NpcExactMoveEncoder	out	desktop	19	f5584a47cd24	239
NpcFaceAngleEncoder	out	desktop	1	acbbb129b928	231
NpcFaceAngleEncoder	out	desktop	2	69148dbb0e62	232
NpcFaceAngleEncoder	out	desktop	3	38201537e00d	233-234,236
NpcFaceAngleEncoder	out	desktop	4	8d67b0a02835	235
NpcFaceAngleEncoder	out	desktop	5	78d9744dc38e	237
NpcFaceCoordEncoder	out	desktop	1	64ba6b585898	221
NpcFaceCoordEncoder	out	desktop	2	d948d16de538	222
NpcFaceCoordEncoder	out	desktop	3	189373cd767b	223
NpcFaceCoordEncoder	out	desktop	4	0795377d364e	224
NpcFaceCoordEncoder	out	desktop	5	15da792d1cae	225
NpcFaceCoordEncoder	out	desktop	6	62e156b14103	226
NpcFaceCoordEncoder	out	desktop	7	21cb46bb4ef5	227,231
NpcFaceCoordEncoder	out	desktop	8	a1c1b67ca21a	228
NpcFaceCoordEncoder	out	desktop	9	64d1558d5c0b	229
NpcFaceCoordEncoder	out	desktop	10	bb3411db34cb	230
NpcFaceEncoder	out	desktop	1	9a45c192275f	238
NpcFaceEncoder	out	desktop	2	c9b117b7aae6	239
NpcFacePathingEntityEncoder	out	desktop	1	02c7646f77d6	221
NpcFacePathingEntityEncoder	out	desktop	2	e55e7fb788c7	222
NpcFacePathingEntityEncoder	out	desktop	3	fad795c118a5	223,234
NpcFacePathingEntityEncoder	out	desktop	4	cab4f81b7cb1	224,235
NpcFacePathingEntityEncoder	out	desktop	5	80e62675d440	225,227,237
NpcFacePathingEntityEncoder	out	desktop	6	021b86e84610	226
NpcFacePathingEntityEncoder	out	desktop	7	f7d5d6552563	228,236
NpcFacePathingEntityEncoder	out	desktop	8	4a3fede54386	229
NpcFacePathingEntityEncoder	out	desktop	9	8ad03ed0d5d0	230
NpcFacePathingEntityEncoder	out	desktop	10	59c33d8b8bad	231
NpcFacePathingEntityEncoder	out	desktop	11	dacca0b4ecd8	232
NpcFacePathingEntityEncoder	out	desktop	12	f2d67731133d	233
NpcFreezeEncoder	out	desktop	1	849b7ed559bc	239
NpcHeadCustomisationEncoder	out	desktop	1	67cd851f7425	221
NpcHeadCustomisationEncoder	out	desktop	2	e1d7ff5194bc	222
NpcHeadCustomisationEncoder	out	desktop	3	e6994e9a12fd	223
NpcHeadCustomisationEncoder	out	desktop	4	b2e140bb1754	224
NpcHeadCustomisationEncoder	out	desktop	5	081baac6e84f	225
NpcHeadCustomisationEncoder	out	desktop	6	ab7f5cc71357	226
NpcHeadCustomisationEncoder	out	desktop	7	62e3892425d2	227
NpcHeadCustomisationEncoder	out	desktop	8	ba0045b24ff3	228
NpcHeadCustomisationEncoder	out	desktop	9	c47eba8cfa45	229
NpcHeadCustomisationEncoder	out	desktop	10	8b0971e23575	230
NpcHeadCustomisationEncoder	out	desktop	11	9295cfcc78f1	231
NpcHeadCustomisationEncoder	out	desktop	12	c2b925eb3a1e	232
NpcHeadCustomisationEncoder	out	desktop	13	7a31f5aa5828	233
NpcHeadCustomisationEncoder	out	desktop	14	3179e2918e3d	234
NpcHeadCustomisationEncoder	out	desktop	15	39ce754ce6cf	235
NpcHeadCustomisationEncoder	out	desktop	16	30a3d4b4e6d5	236
NpcHeadCustomisationEncoder	out	desktop	17	51c7d4011fe0	237
NpcHeadCustomisationEncoder	out	desktop	18	091f0b2003f0	238
NpcHeadCustomisationEncoder	out	desktop	19	05095dce2649	239
NpcHeadIconCustomisationEncoder	out	desktop	1	e7171a99c8a6	221,229,231,239
NpcHeadIconCustomisationEncoder	out	desktop	2	d89fd612989f	222,226,228,234,237
NpcHeadIconCustomisationEncoder	out	desktop	3	feb395a5381e	223,225,230
NpcHeadIconCustomisationEncoder	out	desktop	4	f09b60b3443b	224,227,232-233,235-236,238
NpcHeadIconSpecificEncoder	out	desktop	1	e26334f20cb9	221
NpcHeadIconSpecificEncoder	out	desktop	2	2b73b1e7d2e7	222
NpcHeadIconSpecificEncoder	out	desktop	3	433dc4032b58	223
NpcHeadIconSpecificEncoder	out	desktop	4	b3210acc5312	224
NpcHeadIconSpecificEncoder	out	desktop	5	6cc741c9ff16	225
NpcHeadIconSpecificEncoder	out	desktop	6	c6133a0e37d4	226
NpcHeadIconSpecificEncoder	out	desktop	7	73b979395dc7	227
NpcHeadIconSpecificEncoder	out	desktop	8	3021b4a27552	228
NpcHeadIconSpecificEncoder	out	desktop	9	85c149d2d6c8	229
NpcHeadIconSpecificEncoder	out	desktop	10	ca1cd7fe62de	230
NpcHeadIconSpecificEncoder	out	desktop	11	c202c923bcd7	231
