switch_type,switch_name,shell_count,variant_count,spawned_in_world,spawned_shell_bases,content_ref_count,sample_content_refs
varbit,enakh_quest,1,51,yes,enakh_boneguard_multinpc,52,quests/quest_enakhraslament/scripts/enakhraslament_quarry.rs2:11; quests/quest_enakhraslament/scripts/enakhraslament_quarry.rs2:15; quests/quest_enakhraslament/scripts/enakhraslament_quarry.rs2:20
varbit,enakh_ice_room,1,1,yes,enakh_dummy_fountain_multinpc,5,quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:221; quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:229; quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:267
varbit,enakh_smoke_room,1,1,yes,enakh_dummy_furnace_multinpc,5,quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:237; quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:245; quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:267
varbit,tol_homonc_pres,1,1,yes,tol_homonculus_multi2,2,quests/quest_toweroflife/scripts/tol_homunculus.rs2:50; quests/quest_toweroflife/scripts/tol_start.rs2:19
varbit,myq3_sarius_visible,1,1,yes,myq3_multi_sarius_castle,2,quests/quest_darknessofhallowvale/scripts/doh_shared.rs2:125; quests/quest_darknessofhallowvale/scripts/doh_shared.rs2:228
varbit,mourning_sheep_red,1,2,yes,plaguesheep_1,6,quests/quest_mourningsendparti/scripts/mend1_sheep.rs2:177; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:8; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:33
varbit,mourning_sheep_green,1,2,yes,plaguesheep_2,6,quests/quest_mourningsendparti/scripts/mend1_sheep.rs2:187; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:9; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:34
varbit,mourning_sheep_blue,1,2,yes,plaguesheep_3,6,quests/quest_mourningsendparti/scripts/mend1_sheep.rs2:197; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:11; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:36
varbit,mourning_sheep_yellow,1,2,yes,plaguesheep_4,6,quests/quest_mourningsendparti/scripts/mend1_sheep.rs2:207; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:10; quests/quest_mourningsendparti/scripts/mend1_debug.rs2:35
varbit,twocats_chores_tidyhuman,1,9,yes,twocats_unferth,2,quests/quest_atailoftwocats/scripts/twocats.rs2:318; quests/quest_atailoftwocats/scripts/twocats.rs2:327
varbit,twocats_reldo,1,2,yes,reldo,1,quests/quest_atailoftwocats/scripts/twocats.rs2:150
varp,elenaquest,1,28,yes,elenap,112,quests/quest_elena/scripts/bravek.rs2:5; quests/quest_elena/scripts/bravek.rs2:11; quests/quest_elena/scripts/bravek.rs2:47
varbit,vc_raton_off1,1,1,yes,vc_partyrat_multi1,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:176; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,vc_raton_off2,1,1,yes,vc_partyrat_multi2,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:178; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,vc_raton_off3,1,1,yes,vc_partyrat_multi3,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:180; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,vc_raton_off4,1,1,yes,vc_partyrat_multi4,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:182; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,vc_raton_off5,1,1,yes,vc_partyrat_multi5,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:184; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,vc_raton_off6,1,1,yes,vc_partyrat_multi6,2,quests/quest_ratcatchers/scripts/ratcatchers.rs2:186; quests/quest_ratcatchers/scripts/ratcatchers.rs2:191
varbit,grim_griffin_asleep,1,1,yes,grim_grimgnash,5,quests/quest_grimtales/scripts/grim_grimgnash.rs2:17; quests/quest_grimtales/scripts/grim_grimgnash.rs2:118; quests/quest_grimtales/scripts/grim_grimgnash.rs2:142
varbit,grim_dwarf_vis,1,2,yes,grim_rupert,6,quests/quest_grimtales/scripts/grim_watchtower.rs2:104; quests/quest_grimtales/scripts/grim_watchtower.rs2:139; quests/quest_grimtales/scripts/grim_sylas.rs2:16
varbit,slice_zanik_at_dig,1,1,yes,slice_zanik_archaeology,4,quests/quest_anothersliceofham/scripts/slice_zanik.rs2:9; quests/quest_anothersliceofham/scripts/slice_zanik.rs2:28; quests/quest_anothersliceofham/scripts/slice_zanik.rs2:39
varbit,mourning_gnome,1,11,yes,mourner_hideout_gnome,20,quests/quest_mourningsendparti/scripts/mend1_gnome.rs2:26; quests/quest_mourningsendparti/scripts/mend1_gnome.rs2:44; quests/quest_mourningsendparti/scripts/mend1_gnome.rs2:48
varbit,ds2_dragon_head_west,1,2,yes,ds2_dragon_head_west,3,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1247; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1262; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1305
varbit,ds2_dragon_head_north,1,2,yes,ds2_dragon_head_north,3,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1265; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1280; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1305
varbit,ds2_dragon_head_east,1,2,yes,ds2_dragon_head_east,3,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1283; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1298; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1305
varbit,hosidiusquest_artur_vis,1,1,yes,hosidiusquest_son_home,3,quests/quest_depthsofdespair/scripts/depthsofdespair.rs2:204; quests/quest_depthsofdespair/scripts/depthsofdespair.rs2:244; quests/quest_depthsofdespair/scripts/depthsofdespair.rs2:257
varbit,piscquest_queen_vis,1,2,yes,piscquest_queen,3,quests/quest_queenofthieves/scripts/queenofthieves.rs2:177; quests/quest_queenofthieves/scripts/queenofthieves.rs2:218; quests/quest_queenofthieves/scripts/queenofthieves.rs2:233
varbit,lovaquest,1,12,yes,wint_master_smith,45,quests/quest_forsakentower/scripts/forsakentower.rs2:16; quests/quest_forsakentower/scripts/forsakentower.rs2:27; quests/quest_forsakentower/scripts/forsakentower.rs2:29
varp,zombiequeen,1,18,yes,mosol_rei_multi,28,quests/quest_recipefordisaster/scripts/recipefordisaster_amikvarze.rs2:12; quests/quest_recipefordisaster/scripts/recipefordisaster_amikvarze.rs2:130; quests/quest_zombiequeen/scripts/mosol_rei.rs2:4
varbit,hosdun_aimeri_status,1,6,yes,hosdun_aimeri,10,quests/quest_insearchofknowledge/scripts/insearchofknowledge.rs2:12; quests/quest_insearchofknowledge/scripts/insearchofknowledge.rs2:24; quests/quest_insearchofknowledge/scripts/insearchofknowledge.rs2:31
varbit,upass_paladinbadge_1,1,1,yes,upass_paladin1,3,quests/quest_upass/scripts/upass_bloodwell.rs2:6; quests/quest_upass/scripts/upass_bloodwell.rs2:26; quests/quest_upass/scripts/upass_bloodwell.rs2:43
varbit,upass_paladinbadge_2,1,1,yes,upass_paladin2,2,quests/quest_upass/scripts/upass_bloodwell.rs2:26; quests/quest_upass/scripts/upass_bloodwell.rs2:49
varbit,upass_paladinbadge_3,1,1,yes,upass_paladin3,2,quests/quest_upass/scripts/upass_bloodwell.rs2:26; quests/quest_upass/scripts/upass_bloodwell.rs2:55
varbit,upass_gavecat,1,1,yes,cavewitchcat,6,quests/quest_upass/scripts/kardia.rs2:6; quests/quest_upass/scripts/kardia.rs2:13; quests/quest_upass/scripts/kardia.rs2:29
varbit,upass_venom_on_doll,1,1,yes,kalrag,11,quests/quest_upass/scripts/upass_journal.rs2:6; quests/quest_upass/scripts/upass_journal.rs2:204; quests/quest_upass/scripts/upass_journal.rs2:227
varbit,porcine,1,37,yes,slayer_master_9,59,quests/quest_porcineofinterest/scripts/porcineofinterest.rs2:15; quests/quest_porcineofinterest/scripts/porcineofinterest.rs2:19; quests/quest_porcineofinterest/scripts/porcineofinterest.rs2:32
varbit,akd_hosidius_helped,1,7,yes,akd_phileas_rimor,6,quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:11; quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:149; quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:274
varbit,gravestone_visible,510,510,no,,0,
varbit,vmq4,71,1137,no,,122,quests/scripts/quest_cheat.rs2:475; quests/scripts/quest_cheat.rs2:478; quests/quest_finaldawn/scripts/finaldawn.rs2:11
varbit,doti,46,995,no,,116,quests/quest_deathontheisle/scripts/deathontheisle.rs2:17; quests/quest_deathontheisle/scripts/deathontheisle.rs2:25; quests/quest_deathontheisle/scripts/deathontheisle.rs2:27
varbit,bcs_excavation_status,38,40,no,,0,
varbit,vmq2,28,406,no,,118,quests/quest_twilightspromise/scripts/twilightspromise.rs2:16; quests/quest_twilightspromise/scripts/twilightspromise.rs2:23; quests/quest_twilightspromise/scripts/twilightspromise.rs2:23
varbit,itt,22,296,no,,0,
varbit,pmoon_quest,18,223,no,,102,quests/quest_perilousmoons/scripts/perilousmoons.rs2:23; quests/quest_perilousmoons/scripts/perilousmoons.rs2:32; quests/quest_perilousmoons/scripts/perilousmoons.rs2:34
varbit,sotn,14,147,no,,108,quests/quest_secretsofthenorth/scripts/secretsofthenorth.rs2:11; quests/quest_secretsofthenorth/scripts/secretsofthenorth.rs2:19; quests/quest_secretsofthenorth/scripts/secretsofthenorth.rs2:21
varbit,vmq1,13,81,no,,51,quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:81; quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:381; quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:401
varbit,tt,12,264,no,,78,quests/quest_troubledtortugans/scripts/troubledtortugans.rs2:16; quests/quest_troubledtortugans/scripts/troubledtortugans.rs2:23; quests/quest_troubledtortugans/scripts/troubledtortugans.rs2:25
varbit,lotg,10,277,no,,91,quests/scripts/quest_cheat.rs2:731; quests/scripts/quest_cheat.rs2:734; quests/quest_landofthegoblins/scripts/lotg_shared.rs2:78
varbit,sailing_sidepanel_player_role,10,40,no,,0,
varbit,dt2,9,244,no,,108,quests/quest_deserttreasureii/scripts/deserttreasureii.rs2:12; quests/quest_deserttreasureii/scripts/deserttreasureii.rs2:23; quests/quest_deserttreasureii/scripts/deserttreasureii.rs2:25
varp,arenaquest,9,60,no,,41,quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:17; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:494; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:529
varbit,fossil_herbiboar_anim,9,9,no,,0,
varbit,trr,9,73,no,,134,quests/quest_pandemonium/scripts/pandemonium.rs2:267; quests/quest_pandemonium/scripts/pandemonium.rs2:267; quests/quest_redreef/scripts/redreef.rs2:19
varbit,elias_white_vis,8,8,no,,0,
varbit,pmoon_boss_current_focus,8,8,no,,0,
varbit,soul_wars_tutorial,7,24,no,,0,
varbit,vmq3_itzla_vis,7,8,no,,0,
varbit,vmq3,7,272,no,,102,quests/quest_twilightspromise/scripts/twilightspromise.rs2:165; quests/quest_twilightspromise/scripts/twilightspromise.rs2:165; quests/quest_twilightspromise/scripts/twilightspromise.rs2:165
varbit,tobquest,6,78,no,,88,quests/quest_nightatthetheatre/scripts/nightatthetheatre.rs2:10; quests/quest_nightatthetheatre/scripts/nightatthetheatre.rs2:23; quests/quest_nightatthetheatre/scripts/nightatthetheatre.rs2:25
varbit,pog,6,254,no,,100,quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:14; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:493; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:528
varbit,wgs_silif_vis,5,6,no,,0,
varbit,macro_transmitted,5,40,no,,0,
varbit,tote,5,130,no,,110,quests/quest_templeoftheeye/scripts/templeoftheeye.rs2:10; quests/quest_templeoftheeye/scripts/templeoftheeye.rs2:23; quests/quest_templeoftheeye/scripts/templeoftheeye.rs2:25
varbit,frog_quest,5,30,no,,109,quests/quest_ribbitingtale/scripts/ribbitingtale_locs.rs2:24; quests/quest_ribbitingtale/scripts/ribbitingtale_locs.rs2:34; quests/quest_ribbitingtale/scripts/ribbitingtale_locs.rs2:41
varbit,wgs_hero_part_2_vis,5,8,no,,0,
varbit,bas,5,92,no,,0,
varbit,poh_clockwork_recentdrop,4,12,no,,0,
varp,princequest,4,244,no,,46,quests/quest_contact/scripts/contact_shared.rs2:5; quests/scripts/quest_cheat.rs2:955; quests/scripts/quest_cheat.rs2:958
varbit,pmoon_boss_hide_npc,4,7,no,,0,
varbit,wgs_hero_part_1_vis_falador,4,4,no,,0,
varbit,wgs_hero_part_1_vis,4,9,no,,0,
varbit,mag,4,53,no,,74,quests/quest_meatandgreet/scripts/meatandgreet.rs2:22; quests/quest_meatandgreet/scripts/meatandgreet.rs2:28; quests/quest_meatandgreet/scripts/meatandgreet.rs2:28
varbit,spiritofadventure,4,10,no,,0,
varbit,sailing_crew_on_dock,4,40,no,,0,
varbit,grimstone_uncerter_status,4,5,no,,0,
varbit,wgs_thaeriskvis,3,3,no,,0,
varbit,essencemine_portal,3,9,no,,0,
varbit,hundred_main_quest_var,3,5,no,,0,
varbit,dt2_lassar,3,125,no,,0,
varbit,pmoon_boss_icicle_state,3,12,no,,0,
varbit,vmq2_drunk_knight_vis,3,3,no,,0,
varbit,wgs_hero_part_2_vis_falador,3,3,no,,0,
varbit,aec,3,28,no,,0,
varbit,soc,3,25,no,,85,quests/scripts/quest_cheat.rs2:1091; quests/scripts/quest_cheat.rs2:1094; quests/quest_shadowsofcustodia/scripts/shadowsofcustodia.rs2:16
varbit,scrambled,3,25,no,,59,quests/scripts/quest_cheat.rs2:1067; quests/scripts/quest_cheat.rs2:1070; quests/quest_scrambled/scripts/scrambled.rs2:16
varbit,100goblinsvisible,2,4,no,,0,
varbit,wanted_mission3,2,2,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:15; quests/quest_wanted/scripts/wanted_debug.rs2:82; quests/quest_wanted/scripts/wanted_hunt.rs2:73
varbit,wgs_armadyl_guardian_vis,2,2,no,,0,
varbit,hallowed_adventurer_floor3_treasure,2,2,no,,0,
varbit,clan_hall_colour_displayed,2,18,no,,0,
varbit,nex_story_npc,2,3,no,,0,
varbit,sleeping_giants,2,41,no,,43,quests/scripts/quest_cheat.rs2:1131; quests/scripts/quest_cheat.rs2:1134; quests/quest_sleepinggiants/scripts/sleepinggiants.rs2:16
varbit,this_is_a_pvp_arena_world,2,2,no,,0,
varbit,hw22_trick_ghostvision,2,4,no,,0,
varbit,sotn_start_ready,2,3,no,,0,
varbit,hazeelcult_jones_location,2,2,no,,0,
varbit,hazeelcult_clivet_location,2,2,no,,0,
varbit,ironman,2,13,no,,1,interface_settings_side/scripts/settings_side.rs2:57
varbit,dt2_stranglewood,2,47,no,,0,
varbit,dt2_ghorrock,2,2,no,,0,
varbit,dt2_scar,2,34,no,,0,
varbit,vmq2_first_travel,2,8,no,,4,quests/quest_twilightspromise/scripts/twilightspromise.rs2:391; quests/quest_twilightspromise/scripts/twilightspromise.rs2:419; quests/quest_twilightspromise/scripts/twilightspromise.rs2:443
varbit,afl,2,9,no,,73,quests/scripts/quest_cheat.rs2:139; quests/scripts/quest_cheat.rs2:142; quests/quest_atfirstlight/scripts/atfirstlight.rs2:10
varbit,wgs_idriavis,2,2,no,,0,
varbit,wgs_spyvis_draynor,2,2,no,,0,
varbit,ikov_lucien_vis,2,3,no,,0,
varbit,huey_food_errand_state,2,10,no,,0,
varbit,scrambled_replacement_egg_3,2,2,no,,0,
varbit,scrambled_replacement_egg_2,2,2,no,,0,
varbit,scrambled_replacement_egg_1,2,2,no,,0,
varbit,scrambled_kings_man_1,2,8,no,,5,quests/quest_scrambled/scripts/scrambled.rs2:10; quests/quest_scrambled/scripts/scrambled.rs2:109; quests/quest_scrambled/scripts/scrambled.rs2:196
varbit,scrambled_kings_man_2,2,8,no,,5,quests/quest_scrambled/scripts/scrambled.rs2:10; quests/quest_scrambled/scripts/scrambled.rs2:120; quests/quest_scrambled/scripts/scrambled.rs2:197
varbit,scrambled_kings_man_3,2,8,no,,5,quests/quest_scrambled/scripts/scrambled.rs2:10; quests/quest_scrambled/scripts/scrambled.rs2:131; quests/quest_scrambled/scripts/scrambled.rs2:198
varbit,ent_totems_intro,2,133,no,,0,
varbit,tlati_lost_lover_xilo,2,3,no,,0,
varbit,tlati_lost_lover_fabia,2,3,no,,0,
varbit,sailing_boat_facility_lockedin,2,10,no,,0,
varbit,sailing_bt_tempor_tantrum_master_state,2,6,no,,0,
varbit,sailing_crew_generic_1_visibility,2,2,no,,0,
varbit,sailing_crew_generic_3_visibility,2,2,no,,0,
varbit,sailing_crew_generic_4_visibility,2,2,no,,0,
varbit,sailing_crew_generic_5_visibility,2,2,no,,0,
varbit,sailing_crew_werewolf_visibility,2,2,no,,0,
varbit,sailing_crew_fremennik_visibility,2,2,no,,0,
varbit,sailing_crew_spirit_angler_visibility,2,2,no,,0,
varbit,vampyrium_traversal_aranei_saved,2,2,no,,0,
varp,grandtree,1,12,no,,93,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:7; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:74; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:80
varbit,yama_throne_state,1,2,no,,0,
varbit,tog_juna_bowl,1,2,no,,19,quests/quest_tearsofguthix/scripts/tearsofguthix_lantern.rs2:114; quests/quest_tearsofguthix/scripts/tearsofguthix_lantern.rs2:134; quests/quest_tearsofguthix/scripts/tearsofguthix_lantern.rs2:161
varbit,100guidevisible,1,2,no,,0,
varbit,sotn_entry_cultist,1,1,no,,0,
varbit,sotn_clivet_vis,1,1,no,,0,
varbit,eyeglo_killed_eye_1,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:68; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:129; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:263
varbit,eyeglo_killed_eye_2,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:69; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:130; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:264
varbit,eyeglo_killed_eye_3,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:70; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:131; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:265
varbit,eyeglo_killed_eye_4,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:71; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:132; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:266
varbit,eyeglo_killed_eye_5,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:72; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:133; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:267
varbit,eyeglo_killed_eye_6,1,3,no,,6,quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:73; quests/quest_theeyesofglouphrie/scripts/eyeglo_shared.rs2:134; quests/quest_theeyesofglouphrie/scripts/eyeglo_quest.rs2:268
varbit,garden_trolley_varbit,1,3,no,,5,quests/quest_gardenoftranquility/scripts/garden_debug.rs2:29; quests/quest_gardenoftranquility/scripts/garden_statues.rs2:19; quests/quest_gardenoftranquility/scripts/garden_statues.rs2:25
varbit,100amikvisible,1,2,no,,0,
varbit,lotg_grubfoot_at_entrance,1,1,no,,0,
varbit,wgs_pit_trap_broav,1,2,no,,0,
varbit,100monkeyvisible,1,2,no,,0,
varbit,kr_court_witness,1,6,no,,11,quests/quest_murder/scripts/mary.rs2:42; quests/quest_murder/scripts/mary.rs2:47; quests/quest_murder/scripts/pierre.rs2:41
varbit,sote_meilyr,1,1,no,,0,
varbit,100piratevisible,1,2,no,,0,
varbit,wanted_mission1,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:11; quests/quest_wanted/scripts/wanted_debug.rs2:74; quests/quest_wanted/scripts/wanted_hunt.rs2:33
varbit,wanted_mission2,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:13; quests/quest_wanted/scripts/wanted_debug.rs2:86; quests/quest_wanted/scripts/wanted_hunt.rs2:93
varbit,wanted_mission4,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:17; quests/quest_wanted/scripts/wanted_debug.rs2:88; quests/quest_wanted/scripts/wanted_hunt.rs2:119
varbit,wanted_mission5,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:19; quests/quest_wanted/scripts/wanted_debug.rs2:78; quests/quest_wanted/scripts/wanted_hunt.rs2:53
varbit,wanted_mission6,1,1,no,,0,
varbit,wanted_mission7,1,1,no,,0,
varbit,wanted_mission8,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:21; quests/quest_wanted/scripts/wanted_debug.rs2:84; quests/quest_wanted/scripts/wanted_hunt.rs2:83
varbit,wanted_mission9,1,1,no,,0,
varbit,wanted_mission10,1,1,no,,0,
varbit,wanted_mission11,1,1,no,,0,
varbit,wanted_mission12,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:23; quests/quest_wanted/scripts/wanted_debug.rs2:80; quests/quest_wanted/scripts/wanted_hunt.rs2:63
varbit,wanted_mission13,1,1,no,,0,
varbit,wanted_mission14,1,1,no,,0,
varbit,wanted_mission15,1,1,no,,3,quests/quest_wanted/scripts/wanted_debug.rs2:25; quests/quest_wanted/scripts/wanted_debug.rs2:76; quests/quest_wanted/scripts/wanted_hunt.rs2:43
varbit,wanted_mission16,1,1,no,,0,
varbit,wanted_mission17,1,1,no,,0,
varbit,wanted_mission18,1,1,no,,0,
varbit,wanted_mission19,1,1,no,,0,
varbit,feud_boss_vis2,1,1,no,,2,quests/quest_thefeud/scripts/feud_confrontation.rs2:10; quests/quest_thefeud/scripts/feud_recruitment.rs2:240
varbit,100davevisible,1,5,no,,0,
varbit,100ogrevisible,1,2,no,,0,
varbit,elemental_quest_2_jig_state,1,6,no,,25,quests/quest_elementalworkshopii/scripts/elem2_priming.rs2:34; quests/quest_elementalworkshopii/scripts/elem2_priming.rs2:64; quests/quest_elementalworkshopii/scripts/elem2_priming.rs2:91
varbit,lost_tribe_sigmund_leaving,1,1,no,,1,quests/quest_losttribe/scripts/losttribe_finish.rs2:8
varbit,gotr_cordelia_repair_pouch,1,2,no,,0,
varbit,vmq1_guard_1,1,3,no,,5,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:10; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:143; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:241
varbit,vmq1_guard_2,1,3,no,,5,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:10; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:144; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:242
varbit,vmq1_guard_3,1,3,no,,5,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:10; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:145; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:243
varbit,vmq1_guard_4,1,3,no,,5,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:10; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:146; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:244
varbit,vmq1_guard_5,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:158; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:245; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:260
varbit,vmq1_guard_6,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:159; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:246; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:261
varbit,vmq1_guard_7,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:160; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:247; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:262
varbit,vmq1_guard_8,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:161; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:248; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:263
varbit,vmq1_guard_9,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:162; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:249; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:264
varbit,vmq1_guard_10,1,3,no,,3,quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:163; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:250; quests/quest_childrenofthesun/scripts/childrenofthesun.rs2:265
varbit,corscurs_cook,1,1,no,,5,quests/quest_corsaircurse/scripts/corsaircurse.rs2:10; quests/quest_corsaircurse/scripts/corsaircurse.rs2:102; quests/quest_corsaircurse/scripts/corsaircurse.rs2:236
varbit,my2arm_mother_type,1,4,no,,0,
varbit,hallowed_adventurer_floor1_east,1,1,no,,0,
varbit,hallowed_adventurer_floor1_west,1,1,no,,0,
varbit,hallowed_adventurer_floor1_melvin,1,1,no,,0,
varbit,hallowed_adventurer_floor2_north,1,1,no,,0,
varbit,hallowed_adventurer_floor2_south,1,1,no,,0,
varbit,hallowed_adventurer_floor2_west,1,1,no,,0,
varbit,hallowed_adventurer_floor3_east,1,1,no,,0,
varbit,hallowed_adventurer_floor3_west,1,1,no,,0,
varp,total_completed_theatreofblood_hard,1,2,no,,0,
varbit,lotg_zanik_in_lab,1,1,no,,0,
varbit,lotg_zanik_outside_temple,1,1,no,,0,
varbit,gotr_tamara_lock_op,1,2,no,,0,
varbit,itt_met_osmumten,1,3,no,,0,
varbit,speedrunning_shop_owner_met,1,2,no,,0,
varbit,sotn_khazard_scout,1,1,no,,0,
varbit,hazeelcult_alomone_vis,1,2,no,,0,
varbit,carnillean_dog_vis,1,1,no,,0,
varbit,coa,1,1,no,,88,quests/quest_curseofarrav/scripts/curseofarrav.rs2:10; quests/quest_curseofarrav/scripts/curseofarrav.rs2:18; quests/quest_curseofarrav/scripts/curseofarrav.rs2:20
varbit,osb10_post_npc_state,1,2,no,,0,
varbit,dt2_banikan_war_room,1,1,no,,0,
varbit,dt2_war_room_smoke_totem,1,2,no,,0,
varbit,dt2_war_room_shadow_totem,1,2,no,,0,
varbit,dt2_war_room_blood_totem,1,2,no,,0,
varbit,dt2_war_room_ice_totem,1,2,no,,0,
varbit,dt2_ring_npc_vis,1,1,no,,0,
varbit,dt2_catalytic_guardian,1,2,no,,0,
varbit,pog_watcher_multivar,1,2,no,,6,quests/quest_pathofglouphrie/scripts/pog_storeroom.rs2:101; quests/quest_pathofglouphrie/scripts/pog_storeroom.rs2:108; quests/quest_pathofglouphrie/scripts/pog_quest.rs2:181
varbit,rat_boss_biologist_npc,1,2,no,,0,
varbit,pmoon_eyatlalli_vis,1,1,no,,0,
varbit,quetzal_fortis,1,7,no,,0,
varbit,quetzal_teomat,1,5,no,,0,
varbit,quetzal_sunsetcoast,1,5,no,,0,
varbit,quetzal_hunterguild,1,5,no,,0,
varbit,quetzal_camtorum,1,5,no,,0,
varbit,quetzal_colossalwyrm,1,5,no,,0,
