id,name,combat_level,size,footprint_size,height,category,is_interactable,is_minimap_visible,is_pet,has_render_priority,render_priority,rotation_flag,low_priority_follower_ops,rotation_speed,width_scale,height_scale,ambient,contrast,stat_74,stat_75,stat_76,stat_77,stat_78,stat_79,varbit_id,varp_index,configs,op1,op2,op3,op4,op5,models,chathead_models,recolors,retextures,bas_type_id,anim_stand,anim_walk,anim_run,anim_idle_rot_left,anim_idle_rot_right,anim_rot180,anim_rot_left,anim_rot_right,anim_run_rot180,anim_run_rot_left,anim_run_rot_right,anim_crawl,anim_crawl_rot180,anim_crawl_rot_left,anim_crawl_rot_right,sound_idle,sound_crawl,sound_walk,sound_run,sound_radius,ambient_sound_volume,head_icons,params,record_bytes,decoded_bytes,stop_opcode
6254,Saradomin priest,113,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27746 27733 27725 27740,,,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=50;5=12;6=14;7=13;9=13;8=5,107,107,-1
6255,Spiritual warrior,125,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8381 284 3379 4953 11793 486 268 27749,,8741>41416 24>38554 10266>41416,,1884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=60;5=12;6=14;7=13;9=13;8=5,136,136,-1
6256,Spiritual ranger,122,1,-1,-1,0,true,true,false,true,1,true,false,32,126,126,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8387 18547 14447 340 563 7616 57066,,4550>8394 10266>41416,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=3;6=5;7=13;9=23;8=16,121,121,-1
6257,Spiritual mage,120,1,-1,-1,0,true,true,false,true,1,true,false,32,130,130,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8381 284 5028 27749 4953 554 4844,,10266>41416,257>252,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=8;6=7;7=3;9=2;8=16,119,119,-1
6258,Knight of Saradomin,103,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27745 27736 27751 10318,,922>35344,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=6;641=80;5=10;6=10;7=7;9=13,111,111,-1
6259,Knight of Saradomin,101,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27743 27736 27751 27730,,43061>41149 43053>41261 43086>10318 43080>10308 43072>10301,264>302,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=6;641=110;5=12;6=14;7=13;9=13,131,131,-1
6260,General Graardor,624,4,-1,-1,0,true,true,false,true,1,true,false,32,110,110,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27785 27789,,,,541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=6;641=430;4=100;643=400;5=90;6=90;7=90;9=90;8=65,128,128,-1
6261,Sergeant Strongstack,141,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27794 24425,,,,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=140,69,69,-1
6262,,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,7766,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,14,14,-1
6263,Sergeant Steelwill,142,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27793 27792,,,,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=60,67,67,-1
6264,,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,7766,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,14,14,-1
6265,Sergeant Grimspike,142,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27795,,,,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,4=20;643=200;14=5,73,73,-1
6266,,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,7766,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,14,14,-1
6267,Fishing spot,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Cage,,,,,36844,,,,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
6268,Jogre,58,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,46182 40111,,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=210;14=6;5=0;6=0;7=0;9=0;8=0,98,98,-1
6269,Cyclops,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26407 28268 28270 28271,,10324>21596 10314>21584 10310>21580 10306>21576 10301>21555 6554>5532,,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=300;14=6,86,86,-1
6270,Cyclops,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26406 28269 28270 28271,,,,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=300;14=6,60,60,-1
6271,Ork,107,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,57243 57285,,,,1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=40;5=12;6=14;7=13;9=13;8=5,98,98,-1
6272,Ork,107,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,57247 57284,,,,1830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=40;5=12;6=14;7=13;9=13;8=5,98,98,-1
6273,Ork,107,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,57245 57287,,,,1831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=40;5=12;6=14;7=13;9=13;8=5,98,98,-1
6274,Ork,107,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,57246 57286,,,,1832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=40;5=12;6=14;7=13;9=13;8=5,98,98,-1
6275,Hobgoblin,47,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,49781,,,,1631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,40,40,-1
6276,Spiritual ranger,115,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27784 28267 16317,,,,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;5=12;6=14;7=13;9=13;8=5,99,99,-1
6277,Spiritual warrior,134,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27790,,,,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=130;5=12;6=14;7=13;9=13;8=5,104,104,-1
6278,Spiritual mage,121,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27788,,,,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;5=12;6=14;7=13;9=13;8=35,93,93,-1
6279,Goblin,17,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27802 27796 27811 27799 27808 27806 24498,,,,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5,65,65,-1
6280,Goblin,12,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27804 27797 27810 27799 27808 27805 24505,,5177>4283 5169>4275 5165>4271 10401>16553 10396>16549,,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5,87,87,-1
6281,Goblin,12,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27803 27798 27809 27800 27808 27807 27801,,5177>8379 5169>8371 5165>8367 10401>3239 10396>3235,,199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5,87,87,-1
6282,Goblin,15,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27803 27798 27809 27800 27808 27807 24507,,5177>10295 5169>10415 5165>10411 10401>32803 10396>32798,,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5,87,87,-1
6283,Goblin,13,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,27804 27797 27810 27799 27808 27806 24502,,5177>5276 5169>5272 5165>5268 10401>7690 10396>8070,,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5,87,87,-1
6284,,0,2,-1,-1,0,false,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,6318,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,14,14,-1
6285,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28333 28338 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=50;7=-50;641=620;9=62;8=0,110,110,-1
6286,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28337 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;9=62;8=0,102,102,-1
6287,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28340 28334 28336,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;641=620;8=62;9=0,110,110,-1
6288,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28341 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;641=620;9=62;8=0,110,110,-1
6289,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28339 28334 28336,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;641=620;8=62;9=0,110,110,-1
6290,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28333 28338 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=50;7=-50;641=620;9=62;8=0,110,110,-1
6291,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28337 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;9=62;8=0,102,102,-1
6292,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28340 28334 28336,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;641=620;8=62;9=0,110,110,-1
6293,Warped terrorbird,143,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28340 28334 28336,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;641=620;8=62;9=0,111,111,-1
6294,Warped terrorbird,143,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28333 28337 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=50;7=-50;9=62;8=0,103,103,-1
6295,Warped terrorbird,143,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28338 28334 28335,,,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;641=620;9=62;8=0,111,111,-1
6296,Warped tortoise,96,3,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28345,,,,1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
6297,Warped tortoise,96,3,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28345,,11152>10396 11148>10392 11144>10392 9521>8483 9533>8367 9538>8371,,1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,73,73,-1
6298,Jeffery,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,215 246 305 25856 19329 19332 12138 181,39836 39223,25238>5652 8741>5652 6798>6854,228>426,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,80,80,-1
6299,Big monolith,0,2,-1,-1,0,true,false,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Push,,,,,28343,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
6300,Small monolith,0,1,-1,-1,0,true,false,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Push,,,,,28344,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,39,39,-1
6301,Big rock,0,2,-1,-1,0,true,false,false,false,0,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Count-charges,,,,,54856,,,,1729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,46,46,-1
6302,Evil creature,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,16957 16955,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,38,38,-1
6303,Yewnock the engineer,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,,,,,62955 63006 63074 63009 62876 62917 63121,42662 63386 63329,18>40216 14>40212 10>40208,,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,93,93,-1
6304,Bolrie,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,,,,,62949 63002 63113 62885 62911,63368 63389,,,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,53,53,-1
6305,Hazelmere,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,,,,,62968 62918 62892 63088 63122,63340,,,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,55,55,-1
6306,Squishy ghost,2,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,56828,,,,1722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;4=0;3=0;643=0;965=0;7=-5;6=-20;5=15;8=-70;9=15,126,126,-1
6307,Advisor,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,,,,,62957 63005 63056 63010,63369 63401,,,1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
6308,Squishy ghost,4,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,56828,,,,1722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;4=1;3=1;643=0;965=0;7=5;6=-10;5=30;8=-60;9=30,126,126,-1
6309,Prince Argenthorg,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,,,,,62924 62960 63061 62994 63148,63341 42660,,,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,64,64,-1
6310,Address cube (body),0,1,-1,-1,0,true,false,false,false,0,true,false,0,128,128,15,50,1,1,1,1,1,1,-1,-1,,Look-at,,,,,63688,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,54,54,-1
6311,Cute creature,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,16956 16954,,,,2443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,30,30,-1
6312,Evil creature,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,16957 16955,,,,2443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,41,41,-1
6313,Address cube (chaos),0,1,-1,-1,0,true,false,false,false,0,true,false,0,128,128,15,50,1,1,1,1,1,1,-1,-1,,Look-at,,,,,63687,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,55,55,-1
6314,Guard no. 21,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,,,,,28346,28312,,,1223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
6315,Guard no. 72,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,,,,,28346,28312,,,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
6316,Guard no. 21,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,,,,,28346,28312,,,1225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
6317,Guard no. 72,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,,,,,28346,28312,,,1225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
6318,Longramble,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,62979 63001 63076 62869 62924 63015 63120,63390 42662 63327,,,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,83,83,-1
6319,,0,1,-1,-1,0,false,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,6318,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,11,11,-1
6320,Spirit tree,0,2,-1,-1,0,true,false,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,6318,68154,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,36,36,-1
6321,Spirit tree,0,2,-1,-1,0,true,false,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,6318,68163,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,36,36,-1
6322,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28333 28338 28334 28335,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=50;7=-50;641=620;9=62;8=0,136,136,-1
6323,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28337 28334 28335,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;9=62;8=0,128,128,-1
6324,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28340 28334 28336,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;641=620;8=62;9=0,136,136,-1
6325,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28341 28334 28335,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;641=620;9=62;8=0,136,136,-1
6326,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28339 28334 28336,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;641=620;8=62;9=0,136,136,-1
6327,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28333 28338 28334 28335,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=50;7=-50;641=620;9=62;8=0,136,136,-1
6328,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28332 28337 28334 28335,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=-50;5=50;7=50;9=62;8=0,128,128,-1
6329,Warped terrorbird,81,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,15,75,1,1,1,1,1,1,-1,-1,,,Attack,,,,28331 28340 28334 28336,,32819>13477 32939>13485 54321>21549 9445>7514 9436>6608 8394>7616,,1226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=50;5=-50;7=50;641=620;8=62;9=0,136,136,-1
