raid,scale,wave,split_pillar,parent_pillar,nearest_to_spawn
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SW,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SW,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,NW,NE,NE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,NW,NE,NE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,NW,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SE,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SE,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SE,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,NW,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SE,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,NE,NE,NE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,28,SE,NE,NE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,NE,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,NE,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,SW,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,SW,SW,SW
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,NW,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,SE,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,SW,SE,SE
02e9d7d9-1108-4059-9d78-0f88919ba883,5,31,SE,SE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,5,SW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,6,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,6,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,7,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,7,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,8,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,8,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,9,SW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,9,SE,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,9,SW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,9,SW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,11,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,11,NW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,12,NW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,12,NW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,14,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,14,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,15,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,15,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,16,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,16,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,17,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,17,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,18,SW,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,18,SE,,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,NE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,SE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,19,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,SE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,SE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,20,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,SW,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,SE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,SE,NW,NW
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,SW,NW,NW
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,NE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,21,SW,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,22,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,23,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SE,NE,NE
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,25,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,26,NE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,26,SE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,27,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,27,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,27,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,27,SE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,28,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,28,SW,SW,NW
082cd081-b94c-4ae6-a1ca-84244b940593,5,28,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,28,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,28,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,NE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,NE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,NE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,29,NE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SW,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SE,SE,SE
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,NW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,NE,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SW,SW,SW
082cd081-b94c-4ae6-a1ca-84244b940593,5,31,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,5,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,5,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,6,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,6,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,7,NW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,8,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,8,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,9,NE,,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,10,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,10,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,13,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,13,NW,SW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,SE,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,NW,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,14,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,15,NW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,15,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,17,SE,,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,18,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,18,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,SW,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,NW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,19,NE,NW,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,NW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,NE,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,20,SE,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,NW,SW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,NE,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,NW,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,21,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,23,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,23,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,24,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,24,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,25,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,25,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,25,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,25,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,26,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,26,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NE,NW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,NW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NE,SW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,NE,NE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NE,NW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,NW,NW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,SE,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,28,NW,SW,SW
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,29,SE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,29,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,31,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,31,NW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,31,NE,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,31,SW,SE,SE
0b44d649-5e59-4c99-b989-8d8cad0081f5,5,31,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,6,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,6,SW,,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,9,SW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,9,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,10,SW,,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,10,SW,,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,10,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,10,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,11,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,11,SE,SW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,13,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,14,NE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,14,SW,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,14,SW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,14,SW,SE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,14,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,15,SW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,15,NE,SE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,17,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,17,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,18,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,18,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,19,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,19,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,19,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,19,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,19,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,SW,,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,NW,,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,20,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,20,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,21,SE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,21,NW,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,22,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,22,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,22,NE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,22,SE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,24,NE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,24,NE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,24,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,24,SE,SE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,24,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,25,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,25,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,25,SE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,25,NE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NW,SW,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,27,SE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,27,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,28,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NE,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,28,NW,SW,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,29,SE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,29,SE,NE,NE
0f538581-3af2-481e-acf0-bb0a51091088,5,30,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,30,NW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,30,SE,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,30,SW,NW,NW
0f538581-3af2-481e-acf0-bb0a51091088,5,30,NE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,30,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,30,SE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,30,SW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,31,NE,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,31,NW,SE,SE
0f538581-3af2-481e-acf0-bb0a51091088,5,31,SW,SW,SW
0f538581-3af2-481e-acf0-bb0a51091088,5,31,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,5,SW,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,5,SW,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,6,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,6,NW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,8,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,9,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,9,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,9,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,9,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,11,NW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,11,SE,SW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,12,SE,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,12,SE,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,13,NE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,13,SW,SW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,14,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,14,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,15,NW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,15,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,15,NW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,15,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,17,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,18,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,18,NE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,19,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,19,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,19,NW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SE,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SE,NW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SE,NW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SW,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,NE,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,NW,NW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SW,NW,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,NE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SE,SW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,SW,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,20,NE,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,21,NE,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,21,SW,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,24,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,24,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,24,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,24,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,24,NE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,26,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,26,NE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,26,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,NE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,NE,SE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,NE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,NW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,27,SW,SE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,28,SE,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,28,NE,,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,NW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,NE,SW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,NW,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SW,NE,NE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SE,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,29,SW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,31,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,31,NE,NW,NW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,31,SW,SE,SE
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,31,NW,SW,SW
231547fe-6d5a-45ab-81be-c0482ac1a0a9,5,31,NW,SW,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,5,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,5,SE,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,5,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,5,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,7,NE,SE,SE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,7,NE,SE,SE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,8,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,8,NE,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,9,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,9,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,9,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,9,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,11,SE,,SE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,12,SW,SW,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,12,SW,SW,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,13,SW,SW,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,13,SW,SW,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,15,NE,SE,SE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,16,SE,SE,SE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,17,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,17,SW,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,18,SE,,SW
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,18,NE,NE,NE
233abd3d-bf2b-41a8-8f5d-286987ec554e,5,19,SW,,SW
