region_id	square_x	square_z	sw_tile_x	sw_tile_z	track_name	song_archive_name
15000	58	152	3712	9728	Everlasting Slumber, The	everlasting_slumber_the
15001	58	153	3712	9792	Everlasting Slumber, The	everlasting_slumber_the
15008	58	160	3712	10240	Lagoon	lagoon
15148	59	44	3776	2816	Zombiism	zombiism
15150	59	46	3776	2944	Trouble Brewing	trouble_brewing
15162	59	58	3776	3712	Preserved	preserved
15163	59	59	3776	3776	Preserved	preserved
15164	59	60	3776	3840	Preservation	preservation
15184	59	80	3776	5120	Amascut's Promise	amascut_s_promise
15188	59	84	3776	5376	Ape-ex Predator	ape_ex_predator
15248	59	144	3776	9216	Zombiism	zombiism
15251	59	147	3776	9408	Little Cave of Horrors	little_cave_of_horrors
15255	59	151	3776	9664	Everlasting Slumber, The	everlasting_slumber_the
15256	59	152	3776	9728	Everlasting Slumber, The	everlasting_slumber_the
15257	59	153	3776	9792	Everlasting Slumber, The	everlasting_slumber_the
15262	59	158	3776	10112	Lava is Mine	lava_is_mine
15263	59	159	3776	10176	Lava is Mine	lava_is_mine
15264	59	160	3776	10240	Lagoon	lagoon
15428	60	68	3840	4352	Zanik's Theme	zanik_s_theme
15431	60	71	3840	4544	Plundered Tomb, The	plundered_tomb_the
15433	60	73	3840	4672	Plundered Tomb, The	plundered_tomb_the
15511	60	151	3840	9664	Everlasting Slumber, The	everlasting_slumber_the
15512	60	152	3840	9728	Everlasting Slumber, The	everlasting_slumber_the
15513	60	153	3840	9792	Everlasting Slumber, The	everlasting_slumber_the
15515	60	155	3840	9920	Bane of Ashihama, The	bane_of_ashihama_the
15700	61	84	3904	5376	Jaws of Gluttony	jaws_of_gluttony
16457	64	73	4096	4672	Black of Knight	black_of_knight
16458	64	74	4096	4736	Black of Knight	black_of_knight
16459	64	75	4096	4800	Black of Knight	black_of_knight
16461	64	77	4096	4928	Dangerous Logic	dangerous_logic
