dbrow_id	display_name	sort_name	unlock_hint	col3_unknown	song_archive_id	unlock_varp,bit
3245	Zombiism	Zombiism	on Harmony Island.	384	238	15,19
3246	Old Ones, The	The Old Ones	during The Garden of Death quest.	320	729	23,8
3247	Secrets of the North	Secrets of the North	during the Secrets of the North quest.	522	743	23,9
3248	In the Shadows	In the Shadows	during the Secrets of the North quest.	285	744	23,10
3249	More Than Meets the Eye	More Than Meets the Eye	during the Secrets of the North quest.	591	742	23,11
3358	Vault, The	The Vault	during the Desert Treasure II - The Fallen Empire quest.	232	762	23,12
3359	Fallen Empire, The	The Fallen Empire	during the Desert Treasure II - The Fallen Empire quest.	527	756	23,13
3360	Prison Break	Prison Break	during the Desert Treasure II - The Fallen Empire quest.	355	759	23,14
3361	Scar Tissue	Scar Tissue	during the Desert Treasure II - The Fallen Empire quest.	683	745	23,15
3362	Worthy Foe, A	A Worthy Foe	during the Desert Treasure II - The Fallen Empire quest.	717	747	23,16
3363	Colossus of the Deep	Colossus of the Deep	during the Desert Treasure II - The Fallen Empire quest.	702	750	23,17
3364	Eye See You	Eye See You	during the Desert Treasure II - The Fallen Empire quest.	712	763	23,18
3365	Blood Rush	Blood Rush	during the Desert Treasure II - The Fallen Empire quest.	437	761	23,19
3366	Song of the Silent Choir	Song of the Silent Choir	during the Desert Treasure II - The Fallen Empire quest.	768	749	23,20
3367	Unturned Stones	Unturned Stones	during the Desert Treasure II - The Fallen Empire quest.	222	757	23,21
3368	Master of Puppets	Master of Puppets	during the Desert Treasure II - The Fallen Empire quest.	430	752	23,22
3369	His Faithful Servants	His Faithful Servants	during the Desert Treasure II - The Fallen Empire quest.	430	746	23,23
3370	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	192	748	23,24
3371	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	760	
3372	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	758	
3373	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	751	
3374	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	754	
3375	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	755	
3376	Tick Tock	Tick Tock	during the Desert Treasure II - The Fallen Empire quest.	624	753	
3415				527	765	
3416	Strangled	Strangled	during the Desert Treasure II - The Fallen Empire quest.	406	764	23,25
3419	Bolrie's Diary	Bolrie's Diary	during The Path of Glouphrie quest.	271	769	23,26
3420	Healin' Feelin'	Healin' Feelin'	during The Path of Glouphrie quest.	228	767	23,27
3421	Longramble Scramble, The	The Longramble Scramble	during The Path of Glouphrie quest.	473	771	23,28
3422	Storeroom Shuffle	Storeroom Shuffle	during The Path of Glouphrie quest.	364	772	23,29
3423	Terrorbird Tussle	Terrorbird Tussle	during The Path of Glouphrie quest.	537	768	23,30
3424	Waste Defaced	Waste Defaced	during The Path of Glouphrie quest.	398	770	23,31
3445	Dot's Yuletide	Dot's Yuletide	during a Christmas event.	190	773	24,0
3447	Children of the Sun	Children of the Sun	during the Children of the Sun quest.	198	776	24,1
3448	Plots and Plans	Plots and Plans	during the Children of the Sun quest.	182	774	24,2
3449	Burning Sun, The	The Burning Sun	during the Children of the Sun quest.	180	775	24,3
3463	Undead Army	Undead Army	during the Defender of Varrock quest.	423	779	24,5
3464	Dream Theatre, The	The Dream Theatre	during the Defender of Varrock quest.	453	780	24,6
3465	Zombie Invasion	Zombie Invasion	during the Defender of Varrock quest.	512	778	24,7
3470	City of Sun, The	The City of Sun	in Civitas illa Fortis.	435	787	24,8
3471	Undying Light, The	The Undying Light	in the Avium Savannah.	398	783	24,9
3472	Guidance of Ralos, The	The Guidance of Ralos	on Ralos' Rise.	750	766	24,10
3473	Under the Mountain	Under the Mountain	in Cam Torum.	369	784	24,11
3474	Ready for the Hunt	Ready for the Hunt	in the Hunter Guild.	403	781	24,12
3475	Are You Not Entertained?	Are You Not Entertained?	in the Fortis Colosseum.	549	782	24,13
3476	Moons of Ruin, The	The Moons of Ruin	during the Perilous Moons quest.	542	786	24,14
3527	Sunny Side Up	Sunny Side Up	during an Easter event.	269	788	24,16
3598	Black of Knight	Black of Knight	during the While Guthix Sleeps quest.	306	798	24,17
3599	Dangerous Logic	Dangerous Logic	during the While Guthix Sleeps quest.	343	795	24,18
3600	Temple Desecrated	Temple Desecrated	during the While Guthix Sleeps quest.	400	792	24,19
3601	Evil Within, The	The Evil Within	during the While Guthix Sleeps quest.	351	790	24,20
3602	Kin, The	The Kin	after completing the While Guthix Sleeps and Dragon Slayer II quests.	216	793	24,21
3603	Kin, The	The Kin	after completing the While Guthix Sleeps and Dragon Slayer II quests.	216	794	
3604	Route of All Evil, The	The Route of All Evil	during the While Guthix Sleeps quest.	302	797	24,22
3605	Sound of Guthix, The	The Sound of Guthix	during the While Guthix Sleeps quest.	421	791	24,23
3606	Sound of Guthix, The	The Sound of Guthix	during the While Guthix Sleeps quest.	421	796	
3607	Incarceration	Incarceration	during the While Guthix Sleeps quest.	355	789	24,24
3608	Route of the Problem, The	The Route of the Problem	during the While Guthix Sleeps quest.	340	799	24,25
3675	Noxious Awakening	Noxious Awakening	while fighting Araxxor.	603	800	24,26
3733	Stones of Old	Stones of Old	in Quetzacalli Gorge.	391	802	24,27
3734	Emissaries of Twilight	Emissaries of Twilight	at the Twilight Temple.	546	809	24,28
3735	Isle of Serenity	Isle of Serenity	on Aldarin.	397	805	24,29
3736	Mistrock	Mistrock	in Mistrock.	404	806	24,30
3737	Varlamore's Sunset	Varlamore's Sunset	in Sunset Coast.	330	803	24,31
3738	Guardian of Tapoyauik, The	The Guardian of Tapoyauik	during The Heart of Darkness quest.	570	807	25,0
3739	Feathered Serpent, The	The Feathered Serpent	while fighting the Hueycoatl.	542	801	25,1
3740	Peace and Prosperity	Peace and Prosperity	on Aldarin.	355	804	25,2
3741	Creatures of Varlamore	Creatures of Varlamore	in the Avium Savannah.	435	808	25,4
3743	Prospering Fortune	Prospering Fortune	in Civitas illa Fortis.	398	811	25,5
3744	Whispering Wind	Whispering Wind	in the mountains around Quetzacalli Gorge.	425	813	25,6
3745	Matter of Intrigue, A	A Matter of Intrigue	during the Twilight's Promise quest.	182	810	25,3
3813	Lost to Time	Lost to Time	during The Heart of Darkness or Perilous Moons quest.	486	785	24,15
3969	Lamistard's Labyrinth	Lamistard's Labyrinth	during The Curse of Arrav quest.	416	814	25,7
3970	North, The	The North	during The Curse of Arrav quest.	548	817	25,8
3971	Heist, The	The Heist	during The Curse of Arrav quest.	477	816	25,9
3972	Heavy Security	Heavy Security	during The Curse of Arrav quest.	169	815	25,10
3973	Plundered Tomb, The	The Plundered Tomb	during The Curse of Arrav quest.	390	812	25,11
4969	All the Trimmings	All the Trimmings	during a Christmas event.	316	858	26,17
5154	Sign Here	Sign Here	while fighting Yama.	573	280	25,12
5377	Call of the Tlati	Call of the Tlati	in the Tlati Rainforest.	379	825	25,13
5378	Spiritbloom	Spiritbloom	in the Auburn Valley.	377	822	25,14
5379	Spirit of the Forest	Spirit of the Forest	in the Auburn Valley.	409	829	25,15
5380	Talkasti People, The	The Talkasti People	in Kastori.	305	827	25,16
5381	Teklan	Teklan	in Tal Teklan.	323	818	25,17
5382	Rising Sun, The	The Rising Sun	during The Heart of Darkness quest.	238	823	25,18
5383	Setting Sun, The	The Setting Sun	during The Final Dawn quest.	410	821	25,19
5384	Truth	Truth	during The Final Dawn quest.	759	824	25,20
5385	Scorching Horizon	Scorching Horizon	in the Avium Savannah.	283	137	25,21
5386	Over the Mountains	Over the Mountains	in the Custodia Mountains.	366	826	25,22
5387	Desolate Past, A	A Desolate Past	during The Final Dawn quest.	378	820	25,23
5388	Doom, The	The Doom	while fighting the Doom of Mokhaiotl.	964	828	25,24
5389	Stalkers	Stalkers	during the Shadows of Custodia quest.	359	819	25,25
7073	All Aboard	All Aboard	in the Ardent Ocean.	355	833	25,26
7074	Set Sail	Set Sail	in the Ardent Ocean.	325	834	25,27
7075	Crashing Waves	Crashing Waves	in the Unquiet Ocean.	317	853	25,28
7076	Remote Waters	Remote Waters	in the Unquiet Ocean.	314	854	25,29
7077	Into the Blue	Into the Blue	in the Shrouded Ocean.	369	849	25,30
7078	Eternal Waves, The	The Eternal Waves	in the Shrouded Ocean.	336	850	25,31
7079	Great North, The	The Great North	in the Northern Ocean.	369	846	26,0
7080	Echoes of the North	Echoes of the North	in the Northern Ocean.	428	847	26,1
7081	Western Seas, The	The Western Seas	in the Western Ocean.	386	855	26,2
7082	Sailor's Dream, A	A Sailor's Dream	in the Western Ocean.	331	856	26,3
7083	Over the Horizon	Over the Horizon	in the Sunset Ocean.	369	851	26,4
7084	Shadow of the Ocean	Shadow of the Ocean	in the Sunset Ocean.	365	852	26,5
7085	Test Your Sails	Test Your Sails	during a Barracuda Trial.	541	835	26,6
7086	Tranquillity	Tranquillity	on various islands out at sea.	385	836	26,7
7087	Mysterious Lands	Mysterious Lands	on various islands out at sea.	372	845	26,8
7088	Lurking Threats	Lurking Threats	on various islands out at sea.	354	838	26,9
7089	Life at Sea	Life at Sea	on various islands out at sea.	376	844	26,10
7090	What the Shell!	What the Shell!	during the Troubled Tortugans quest.	554	842	26,11
7091	Honkytonky Sea Shanty 2	Honkytonky Sea Shanty 2	during the Pandemonium quest.	193	843	26,12
7092	Yo Ho Ho!	Yo Ho Ho!	during the Pandemonium quest.	449	857	26,13
7093	Tortugan Way, The	The Tortugan Way	during the Troubled Tortugans quest.	379	839	26,14
7094	Elder Wisdom	Elder Wisdom	during the Troubled Tortugans quest.	457	840	26,15
7095	Below the Conch	Below the Conch	during the Troubled Tortugans quest.	328	841	26,16
7096	Scape Sail	Scape Sail	automatically.	297	848	27,1
8662	Boss Moosic	Boss Moosic	during The Ides of Milk quest.	272	859	27,3
16223	Boat 'Em Up	Boat 'Em Up	during The Red Reef quest.	295	862	27,4
16224	Business as Unusual	Business as Unusual	during The Red Reef quest.	467	861	27,5
16225	Ocean Depths	Ocean Depths	during The Red Reef quest.	606	860	27,6
16226	Cannonballin'	Cannonballin'	during The Red Reef quest.	249	863	27,7
16393	Solitude	Solitude	during The Blood Moon Rises quest.	364	883	27,8
16394	I'm Sorry	I'm Sorry	during The Blood Moon Rises quest.	567	884	27,9
16395	Hunted	Hunted	during The Blood Moon Rises quest.	379	867	27,10
16396	Blood Moon Rises, The	The Blood Moon Rises	during The Blood Moon Rises quest.	591	868	27,11
16397	Home	Home	during The Blood Moon Rises quest.	650	869	27,12
16398	Home	Home	during The Blood Moon Rises quest.	607	870	
16399	Lord of the Larvae	Lord of the Larvae	while fighting the Maggot King.	565	880	27,13
16400	Dawn	Dawn	during The Blood Moon Rises quest.	350	878	27,14
16401	Memories of the Myreque	Memories of the Myreque	during The Blood Moon Rises quest.	390	879	27,15
16402	Bridge, The	The Bridge	during The Blood Moon Rises quest.	206	876	27,16
16403	Bridge, The	The Bridge	during The Blood Moon Rises quest.	200	877	
16404	Hunted	Hunted	during The Blood Moon Rises quest.	349	872	
16405	Hunted	Hunted	during The Blood Moon Rises quest.	306	873	
16406	Hunted	Hunted	during The Blood Moon Rises quest.	306	874	
16407	Hunted	Hunted	during The Blood Moon Rises quest.	349	875	
16408	Gathering	Gathering	during The Blood Moon Rises quest.	358	871	27,17
16409	Prey	Prey	during The Blood Moon Rises quest.	314	882	27,18
16410	Castle Drakan	Castle Drakan	during The Blood Moon Rises quest.	373	866	27,19
16411	Remnants	Remnants	during The Blood Moon Rises quest.	273	881	27,20
16412	You Have My Attention	You Have My Attention	during the Sins of the Father quest.	260	865	
