sheet	row	col	sprite	width	height
10	8	18	league_4_relics_medium_10	60	59
10	8	19	league_4_relics_medium_11	60	59
10	9	0	league_4_relics_medium_12	60	59
10	9	1	league_4_relics_medium_13	60	59
10	9	2	league_4_relics_medium_14	60	59
10	9	3	league_4_relics_medium_15	60	59
10	9	4	league_4_relics_medium_16	60	59
10	9	5	league_4_relics_medium_17	60	59
10	9	6	league_4_relics_medium_18	60	59
10	9	7	league_4_relics_medium_19	60	59
10	9	8	league_4_relics_medium_2	60	60
10	9	9	league_4_relics_medium_20	60	59
10	9	10	league_4_relics_medium_21	60	59
10	9	11	league_4_relics_medium_26	60	60
10	9	12	league_4_relics_medium_3	60	60
10	9	13	league_4_relics_medium_4	60	60
10	9	14	league_4_relics_medium_5	60	60
10	9	15	league_4_relics_medium_6	60	59
10	9	16	league_4_relics_medium_7	60	59
10	9	17	league_4_relics_medium_8	60	59
10	9	18	league_4_relics_medium_9	60	59
10	9	19	league_4_relics_medium_headicon	60	60
10	10	0	league_4_relics_medium_off_0	60	60
10	10	1	league_4_relics_medium_off_1	60	60
10	10	2	league_4_relics_medium_off_10	60	59
10	10	3	league_4_relics_medium_off_11	60	59
10	10	4	league_4_relics_medium_off_12	60	59
10	10	5	league_4_relics_medium_off_13	60	59
10	10	6	league_4_relics_medium_off_14	60	59
10	10	7	league_4_relics_medium_off_15	60	59
10	10	8	league_4_relics_medium_off_16	60	59
10	10	9	league_4_relics_medium_off_17	60	59
10	10	10	league_4_relics_medium_off_18	60	59
10	10	11	league_4_relics_medium_off_19	60	59
10	10	12	league_4_relics_medium_off_2	60	60
10	10	13	league_4_relics_medium_off_20	60	59
10	10	14	league_4_relics_medium_off_21	60	59
10	10	15	league_4_relics_medium_off_26	60	60
10	10	16	league_4_relics_medium_off_3	60	60
10	10	17	league_4_relics_medium_off_4	60	60
10	10	18	league_4_relics_medium_off_5	60	60
10	10	19	league_4_relics_medium_off_6	60	59
10	11	0	league_4_relics_medium_off_7	60	59
10	11	1	league_4_relics_medium_off_8	60	59
10	11	2	league_4_relics_medium_off_9	60	59
10	11	3	league_4_relics_off_0	30	30
10	11	4	league_4_relics_off_1	30	30
10	11	5	league_4_relics_off_10	30	29
10	11	6	league_4_relics_off_11	30	29
10	11	7	league_4_relics_off_12	30	30
10	11	8	league_4_relics_off_13	30	30
10	11	9	league_4_relics_off_14	30	30
10	11	10	league_4_relics_off_15	30	30
10	11	11	league_4_relics_off_16	30	30
10	11	12	league_4_relics_off_17	30	30
10	11	13	league_4_relics_off_18	30	30
10	11	14	league_4_relics_off_19	30	30
10	11	15	league_4_relics_off_2	30	30
10	11	16	league_4_relics_off_20	30	30
10	11	17	league_4_relics_off_21	30	30
10	11	18	league_4_relics_off_26	30	30
10	11	19	league_4_relics_off_3	30	30
10	12	0	league_4_relics_off_4	30	30
10	12	1	league_4_relics_off_5	30	30
10	12	2	league_4_relics_off_6	30	29
10	12	3	league_4_relics_off_7	30	29
10	12	4	league_4_relics_off_8	30	29
10	12	5	league_4_relics_off_9	30	29
10	12	6	league_4_relics_tli_0	21	19
10	12	7	league_4_relics_tli_1	19	20
10	12	8	league_4_relics_tli_10	14	21
10	12	9	league_4_relics_tli_11	22	20
10	12	10	league_4_relics_tli_12	18	17
10	12	11	league_4_relics_tli_13	20	20
10	12	12	league_4_relics_tli_14	21	20
10	12	13	league_4_relics_tli_15	18	21
10	12	14	league_4_relics_tli_16	22	18
10	12	15	league_4_relics_tli_17	19	18
10	12	16	league_4_relics_tli_18	20	19
10	12	17	league_4_relics_tli_19	20	18
10	12	18	league_4_relics_tli_2	21	20
10	12	19	league_4_relics_tli_20	18	18
11	0	0	league_4_relics_tli_21	16	20
11	0	1	league_4_relics_tli_3	20	18
11	0	2	league_4_relics_tli_4	18	20
11	0	3	league_4_relics_tli_5	20	21
11	0	4	league_4_relics_tli_6	14	21
11	0	5	league_4_relics_tli_7	19	20
11	0	6	league_4_relics_tli_8	20	20
11	0	7	league_4_relics_tli_9	22	17
11	0	8	league_5_combat_mastery_highlight_small	44	50
11	0	9	league_5_combat_mastery_highlight_small_glow	44	50
11	0	10	league_5_combat_mastery_icon_medium	49	49
11	0	11	league_5_combat_mastery_small_0	40	40
11	0	12	league_5_combat_mastery_small_1	40	40
11	0	13	league_5_combat_mastery_small_10	40	40
11	0	14	league_5_combat_mastery_small_11	40	40
11	0	15	league_5_combat_mastery_small_12	40	40
11	0	16	league_5_combat_mastery_small_13	40	40
11	0	17	league_5_combat_mastery_small_14	40	40
11	0	18	league_5_combat_mastery_small_15	40	40
11	0	19	league_5_combat_mastery_small_16	40	40
11	1	0	league_5_combat_mastery_small_17	40	40
11	1	1	league_5_combat_mastery_small_2	40	40
11	1	2	league_5_combat_mastery_small_3	40	40
11	1	3	league_5_combat_mastery_small_4	40	40
11	1	4	league_5_combat_mastery_small_5	40	40
11	1	5	league_5_combat_mastery_small_6	40	40
11	1	6	league_5_combat_mastery_small_7	40	40
11	1	7	league_5_combat_mastery_small_8	40	40
11	1	8	league_5_combat_mastery_small_9	40	40
11	1	9	league_5_combat_mastery_small_off_0	40	40
11	1	10	league_5_combat_mastery_small_off_1	40	40
11	1	11	league_5_combat_mastery_small_off_10	40	40
11	1	12	league_5_combat_mastery_small_off_11	40	40
11	1	13	league_5_combat_mastery_small_off_12	40	40
11	1	14	league_5_combat_mastery_small_off_13	40	40
11	1	15	league_5_combat_mastery_small_off_14	40	40
11	1	16	league_5_combat_mastery_small_off_15	40	40
11	1	17	league_5_combat_mastery_small_off_16	40	40
11	1	18	league_5_combat_mastery_small_off_17	40	40
11	1	19	league_5_combat_mastery_small_off_18	40	40
11	2	0	league_5_combat_mastery_small_off_2	40	40
11	2	1	league_5_combat_mastery_small_off_3	40	40
11	2	2	league_5_combat_mastery_small_off_4	40	40
11	2	3	league_5_combat_mastery_small_off_5	40	40
11	2	4	league_5_combat_mastery_small_off_6	40	40
11	2	5	league_5_combat_mastery_small_off_7	40	40
11	2	6	league_5_combat_mastery_small_off_8	40	40
11	2	7	league_5_combat_mastery_small_off_9	40	40
11	2	8	league_5_combat_mastery_tier_medium_0	32	32
11	2	9	league_5_combat_mastery_tier_medium_1	32	32
11	2	10	league_5_combat_mastery_tier_medium_2	32	32
11	2	11	league_5_combat_mastery_tier_medium_3	32	32
11	2	12	league_5_combat_mastery_tier_medium_4	32	32
11	2	13	league_5_combat_mastery_tier_medium_5	32	32
11	2	14	league_5_combat_mastery_tier_medium_off_0	32	32
11	2	15	league_5_combat_mastery_tier_medium_off_1	32	32
11	2	16	league_5_combat_mastery_tier_medium_off_2	32	32
11	2	17	league_5_combat_mastery_tier_medium_off_3	32	32
11	2	18	league_5_combat_mastery_tier_medium_off_4	32	32
11	2	19	league_5_combat_mastery_tier_medium_off_5	32	32
11	3	0	league_5_combat_mastery_tier_small_0	16	16
11	3	1	league_5_combat_mastery_tier_small_1	16	16
11	3	2	league_5_combat_mastery_tier_small_2	16	16
11	3	3	league_5_combat_mastery_tier_small_3	16	16
11	3	4	league_5_combat_mastery_tier_small_4	16	16
11	3	5	league_5_combat_mastery_tier_small_5	16	16
11	3	6	league_5_combat_mastery_tier_small_off_0	16	16
11	3	7	league_5_combat_mastery_tier_small_off_1	16	16
11	3	8	league_5_combat_mastery_tier_small_off_2	16	16
11	3	9	league_5_combat_mastery_tier_small_off_3	16	16
11	3	10	league_5_combat_mastery_tier_small_off_4	16	16
11	3	11	league_5_combat_mastery_tier_small_off_5	16	16
11	3	12	league_5_combat_mastery_tli_0	14	18
11	3	13	league_5_combat_mastery_tli_1	14	21
11	3	14	league_5_combat_mastery_tli_10	19	19
11	3	15	league_5_combat_mastery_tli_11	19	19
11	3	16	league_5_combat_mastery_tli_14	16	21
11	3	17	league_5_combat_mastery_tli_15	16	29
11	3	18	league_5_combat_mastery_tli_16	10	27
11	3	19	league_5_combat_mastery_tli_17	14	26
11	4	0	league_5_combat_mastery_tli_2	14	22
11	4	1	league_5_combat_mastery_tli_3	16	24
11	4	2	league_5_combat_mastery_tli_4	14	22
11	4	3	league_5_combat_mastery_tli_5	15	21
11	4	4	league_5_combat_mastery_tli_6	16	16
11	4	5	league_5_combat_mastery_tli_7	18	18
11	4	6	league_5_combat_mastery_tli_8	17	17
11	4	7	league_5_combat_mastery_tli_9	17	17
11	4	8	league_5_map_names_12	43	10
11	4	9	league_5_map_names_13	35	10
11	4	10	league_5_map_names_14	37	10
11	4	11	league_5_map_names_15	29	10
11	4	12	league_5_map_names_16	43	10
11	4	13	league_5_map_names_17	43	10
11	4	14	league_5_map_names_18	48	10
11	4	15	league_5_map_names_19	37	10
11	4	16	league_5_map_names_20	43	10
11	4	17	league_5_map_names_21	39	10
11	4	18	league_5_map_names_22	33	10
11	4	19	league_5_map_names_23	33	10
11	5	0	league_5_map_shields01_0	14	18
11	5	1	league_5_map_shields01_1	14	18
11	5	2	league_5_map_shields01_10	14	18
11	5	3	league_5_map_shields01_11	14	18
11	5	4	league_5_map_shields01_12	16	20
11	5	5	league_5_map_shields01_13	16	20
11	5	6	league_5_map_shields01_14	16	20
11	5	7	league_5_map_shields01_15	16	20
11	5	8	league_5_map_shields01_16	16	20
11	5	9	league_5_map_shields01_17	16	20
11	5	10	league_5_map_shields01_18	16	20
11	5	11	league_5_map_shields01_19	16	20
11	5	12	league_5_map_shields01_2	14	18
11	5	13	league_5_map_shields01_20	16	20
11	5	14	league_5_map_shields01_21	16	20
11	5	15	league_5_map_shields01_22	16	20
11	5	16	league_5_map_shields01_23	16	20
11	5	17	league_5_map_shields01_3	14	18
11	5	18	league_5_map_shields01_4	14	18
11	5	19	league_5_map_shields01_5	14	18
11	6	0	league_5_map_shields01_6	14	18
11	6	1	league_5_map_shields01_7	14	18
11	6	2	league_5_map_shields01_8	14	18
11	6	3	league_5_map_shields01_9	14	18
11	6	4	league_5_map_shields02_0	20	30
11	6	5	league_5_map_shields02_1	20	30
11	6	6	league_5_map_shields02_10	20	30
11	6	7	league_5_map_shields02_11	20	30
11	6	8	league_5_map_shields02_12	22	32
11	6	9	league_5_map_shields02_13	22	32
11	6	10	league_5_map_shields02_14	22	32
11	6	11	league_5_map_shields02_15	22	32
11	6	12	league_5_map_shields02_16	22	32
11	6	13	league_5_map_shields02_17	22	32
11	6	14	league_5_map_shields02_18	22	32
11	6	15	league_5_map_shields02_19	22	32
11	6	16	league_5_map_shields02_2	20	30
11	6	17	league_5_map_shields02_20	22	32
11	6	18	league_5_map_shields02_21	22	32
11	6	19	league_5_map_shields02_22	22	32
11	7	0	league_5_map_shields02_23	22	32
11	7	1	league_5_map_shields02_24	20	30
11	7	2	league_5_map_shields02_25	20	30
11	7	3	league_5_map_shields02_26	20	30
11	7	4	league_5_map_shields02_27	20	30
11	7	5	league_5_map_shields02_28	20	30
11	7	6	league_5_map_shields02_29	20	30
11	7	7	league_5_map_shields02_3	20	30
11	7	8	league_5_map_shields02_30	20	30
11	7	9	league_5_map_shields02_31	20	30
11	7	10	league_5_map_shields02_32	20	30
11	7	11	league_5_map_shields02_33	20	30
11	7	12	league_5_map_shields02_35	20	30
11	7	13	league_5_map_shields02_4	20	30
11	7	14	league_5_map_shields02_5	20	30
11	7	15	league_5_map_shields02_6	20	30
11	7	16	league_5_map_shields02_7	20	30
11	7	17	league_5_map_shields02_8	20	30
11	7	18	league_5_map_shields02_9	20	30
11	7	19	league_5_progress_bar_indicator	10	31
11	8	0	league_5_relics_0	30	30
11	8	1	league_5_relics_1	30	30
11	8	2	league_5_relics_10	30	29
11	8	3	league_5_relics_11	30	29
11	8	4	league_5_relics_12	30	30
11	8	5	league_5_relics_13	30	30
11	8	6	league_5_relics_14	30	30
11	8	7	league_5_relics_15	30	30
11	8	8	league_5_relics_16	30	30
11	8	9	league_5_relics_17	30	30
11	8	10	league_5_relics_18	30	30
11	8	11	league_5_relics_19	30	30
11	8	12	league_5_relics_2	30	30
11	8	13	league_5_relics_20	30	30
11	8	14	league_5_relics_21	30	30
11	8	15	league_5_relics_22	30	30
11	8	16	league_5_relics_26	30	30
11	8	17	league_5_relics_3	30	30
11	8	18	league_5_relics_4	30	30
11	8	19	league_5_relics_5	30	30
11	9	0	league_5_relics_6	30	29
11	9	1	league_5_relics_7	30	29
11	9	2	league_5_relics_8	30	29
11	9	3	league_5_relics_9	30	29
11	9	4	league_5_relics_medium_0	60	60
11	9	5	league_5_relics_medium_1	60	60
11	9	6	league_5_relics_medium_10	60	59
11	9	7	league_5_relics_medium_11	60	59
11	9	8	league_5_relics_medium_12	60	59
11	9	9	league_5_relics_medium_13	60	59
11	9	10	league_5_relics_medium_14	60	59
11	9	11	league_5_relics_medium_15	60	59
11	9	12	league_5_relics_medium_16	60	59
11	9	13	league_5_relics_medium_17	60	59
11	9	14	league_5_relics_medium_18	60	59
11	9	15	league_5_relics_medium_19	60	59
11	9	16	league_5_relics_medium_2	60	60
11	9	17	league_5_relics_medium_20	60	59
11	9	18	league_5_relics_medium_21	60	59
11	9	19	league_5_relics_medium_22	60	60
11	10	0	league_5_relics_medium_26	60	59
11	10	1	league_5_relics_medium_3	60	60
11	10	2	league_5_relics_medium_4	60	60
11	10	3	league_5_relics_medium_5	60	60
11	10	4	league_5_relics_medium_6	60	59
11	10	5	league_5_relics_medium_7	60	59
11	10	6	league_5_relics_medium_8	60	59
11	10	7	league_5_relics_medium_9	60	59
11	10	8	league_5_relics_medium_headicon	60	60
11	10	9	league_5_relics_medium_off_0	60	60
11	10	10	league_5_relics_medium_off_1	60	60
11	10	11	league_5_relics_medium_off_10	60	59
11	10	12	league_5_relics_medium_off_11	60	59
11	10	13	league_5_relics_medium_off_12	60	59
11	10	14	league_5_relics_medium_off_13	60	59
11	10	15	league_5_relics_medium_off_14	60	59
11	10	16	league_5_relics_medium_off_15	60	59
11	10	17	league_5_relics_medium_off_16	60	59
11	10	18	league_5_relics_medium_off_17	60	59
11	10	19	league_5_relics_medium_off_18	60	59
11	11	0	league_5_relics_medium_off_19	60	59
11	11	1	league_5_relics_medium_off_2	60	60
11	11	2	league_5_relics_medium_off_20	60	59
11	11	3	league_5_relics_medium_off_21	60	59
11	11	4	league_5_relics_medium_off_22	60	60
11	11	5	league_5_relics_medium_off_26	60	59
11	11	6	league_5_relics_medium_off_3	60	60
11	11	7	league_5_relics_medium_off_4	60	60
11	11	8	league_5_relics_medium_off_5	60	60
11	11	9	league_5_relics_medium_off_6	60	59
11	11	10	league_5_relics_medium_off_7	60	59
11	11	11	league_5_relics_medium_off_8	60	59
11	11	12	league_5_relics_medium_off_9	60	59
11	11	13	league_5_relics_off_0	30	30
11	11	14	league_5_relics_off_1	30	30
11	11	15	league_5_relics_off_10	30	29
11	11	16	league_5_relics_off_11	30	29
11	11	17	league_5_relics_off_12	30	30
11	11	18	league_5_relics_off_13	30	30
11	11	19	league_5_relics_off_14	30	30
11	12	0	league_5_relics_off_15	30	30
11	12	1	league_5_relics_off_16	30	30
11	12	2	league_5_relics_off_17	30	30
11	12	3	league_5_relics_off_18	30	30
11	12	4	league_5_relics_off_19	30	30
11	12	5	league_5_relics_off_2	30	30
11	12	6	league_5_relics_off_20	30	30
11	12	7	league_5_relics_off_21	30	30
11	12	8	league_5_relics_off_22	30	30
11	12	9	league_5_relics_off_25	30	30
11	12	10	league_5_relics_off_26	30	30
11	12	11	league_5_relics_off_3	30	30
11	12	12	league_5_relics_off_4	30	30
11	12	13	league_5_relics_off_5	30	30
11	12	14	league_5_relics_off_6	30	29
11	12	15	league_5_relics_off_7	30	29
11	12	16	league_5_relics_off_8	30	29
11	12	17	league_5_relics_off_9	30	29
11	12	18	league_5_relics_tli_0	20	19
11	12	19	league_5_relics_tli_1	18	20
12	0	0	league_5_relics_tli_10	22	20
12	0	1	league_5_relics_tli_11	18	17
12	0	2	league_5_relics_tli_12	22	17
12	0	3	league_5_relics_tli_13	19	20
12	0	4	league_5_relics_tli_14	14	21
12	0	5	league_5_relics_tli_15	18	18
12	0	6	league_5_relics_tli_16	21	22
12	0	7	league_5_relics_tli_17	26	25
12	0	8	league_5_relics_tli_18	21	21
12	0	9	league_5_relics_tli_19	18	20
12	0	10	league_5_relics_tli_2	18	19
12	0	11	league_5_relics_tli_20	18	21
12	0	12	league_5_relics_tli_21	18	19
12	0	13	league_5_relics_tli_22	20	19
12	0	14	league_5_relics_tli_3	20	18
12	0	15	league_5_relics_tli_4	21	20
12	0	16	league_5_relics_tli_5	15	23
12	0	17	league_5_relics_tli_6	17	18
12	0	18	league_5_relics_tli_7	18	16
12	0	19	league_5_relics_tli_8	22	20
12	1	0	league_5_relics_tli_9	18	21
12	1	1	league_5_sparks_1_0	21	24
12	1	2	league_5_sparks_1_1	28	27
12	1	3	league_5_sparks_1_2	30	29
12	1	4	league_5_sparks_2_0	21	24
12	1	5	league_5_sparks_2_1	28	27
12	1	6	league_5_sparks_2_2	30	29
12	1	7	league_6_combat_mastery_generic_active_large_0	42	52
12	1	8	league_6_combat_mastery_generic_active_large_10	61	57
12	1	9	league_6_combat_mastery_generic_active_large_11	48	51
12	1	10	league_6_combat_mastery_generic_active_large_12	56	56
12	1	11	league_6_combat_mastery_generic_active_large_6	48	50
12	1	12	league_6_combat_mastery_generic_active_large_7	48	51
12	1	13	league_6_combat_mastery_generic_active_large_9	50	53
12	1	14	league_6_combat_mastery_generic_active_medium_0	40	36
12	1	15	league_6_combat_mastery_generic_active_medium_1	24	33
12	1	16	league_6_combat_mastery_generic_active_medium_2	32	35
12	1	17	league_6_combat_mastery_generic_active_medium_3	30	33
12	1	18	league_6_combat_mastery_generic_active_medium_4	30	40
12	1	19	league_6_combat_mastery_generic_active_medium_5	40	43
12	2	0	league_6_combat_mastery_generic_active_medium_6	42	45
12	2	1	league_6_combat_mastery_generic_active_small_0	14	18
12	2	2	league_6_combat_mastery_generic_active_small_1	28	26
12	2	3	league_6_combat_mastery_generic_active_small_10	20	19
12	2	4	league_6_combat_mastery_generic_active_small_11	16	17
12	2	5	league_6_combat_mastery_generic_active_small_12	20	20
12	2	6	league_6_combat_mastery_generic_active_small_13	22	22
12	2	7	league_6_combat_mastery_generic_active_small_2	28	26
12	2	8	league_6_combat_mastery_generic_active_small_3	20	21
12	2	9	league_6_combat_mastery_generic_active_small_4	29	27
12	2	10	league_6_combat_mastery_generic_active_small_5	12	24
12	2	11	league_6_combat_mastery_generic_active_small_6	16	17
12	2	12	league_6_combat_mastery_generic_active_small_7	16	17
12	2	13	league_6_combat_mastery_generic_active_small_8	20	25
12	2	14	league_6_combat_mastery_generic_active_small_9	16	17
12	2	15	league_6_combat_mastery_generic_active_tiny_0	12	11
12	2	16	league_6_combat_mastery_generic_active_tiny_2	11	12
12	2	17	league_6_combat_mastery_generic_active_tiny_3	10	11
12	2	18	league_6_combat_mastery_generic_active_tiny_4	10	13
12	2	19	league_6_combat_mastery_generic_active_tiny_5	14	15
12	3	0	league_6_combat_mastery_generic_active_tiny_6	14	15
12	3	1	league_6_combat_mastery_generic_inactive_large_0	42	52
12	3	2	league_6_combat_mastery_generic_inactive_large_10	61	57
12	3	3	league_6_combat_mastery_generic_inactive_large_11	48	51
12	3	4	league_6_combat_mastery_generic_inactive_large_12	56	56
12	3	5	league_6_combat_mastery_generic_inactive_large_6	48	50
12	3	6	league_6_combat_mastery_generic_inactive_large_7	48	51
12	3	7	league_6_combat_mastery_generic_inactive_large_9	50	53
12	3	8	league_6_combat_mastery_generic_inactive_medium_0	40	36
12	3	9	league_6_combat_mastery_generic_inactive_medium_1	24	33
12	3	10	league_6_combat_mastery_generic_inactive_medium_2	32	35
12	3	11	league_6_combat_mastery_generic_inactive_medium_3	30	33
12	3	12	league_6_combat_mastery_generic_inactive_medium_4	30	40
12	3	13	league_6_combat_mastery_generic_inactive_medium_5	40	43
12	3	14	league_6_combat_mastery_generic_inactive_medium_6	42	45
12	3	15	league_6_combat_mastery_generic_inactive_small_0	14	18
12	3	16	league_6_combat_mastery_generic_inactive_small_1	28	26
12	3	17	league_6_combat_mastery_generic_inactive_small_10	20	19
12	3	18	league_6_combat_mastery_generic_inactive_small_11	16	17
12	3	19	league_6_combat_mastery_generic_inactive_small_12	20	20
12	4	0	league_6_combat_mastery_generic_inactive_small_13	22	22
12	4	1	league_6_combat_mastery_generic_inactive_small_2	28	26
12	4	2	league_6_combat_mastery_generic_inactive_small_3	20	21
12	4	3	league_6_combat_mastery_generic_inactive_small_4	29	27
12	4	4	league_6_combat_mastery_generic_inactive_small_5	12	24
12	4	5	league_6_combat_mastery_generic_inactive_small_6	16	17
12	4	6	league_6_combat_mastery_generic_inactive_small_7	16	17
12	4	7	league_6_combat_mastery_generic_inactive_small_8	20	25
12	4	8	league_6_combat_mastery_generic_inactive_small_9	16	17
12	4	9	league_6_combat_mastery_generic_inactive_tiny_0	12	11
12	4	10	league_6_combat_mastery_generic_inactive_tiny_2	11	12
12	4	11	league_6_combat_mastery_generic_inactive_tiny_3	10	11
12	4	12	league_6_combat_mastery_generic_inactive_tiny_4	10	13
12	4	13	league_6_combat_mastery_generic_inactive_tiny_5	14	15
12	4	14	league_6_combat_mastery_generic_inactive_tiny_6	14	15
12	4	15	league_6_combat_mastery_magic_active_large_0	64	64
12	4	16	league_6_combat_mastery_magic_active_large_1	54	54
12	4	17	league_6_combat_mastery_magic_active_large_10	64	56
12	4	18	league_6_combat_mastery_magic_active_large_11	48	51
12	4	19	league_6_combat_mastery_magic_active_large_12	48	64
12	5	0	league_6_combat_mastery_magic_active_large_13	54	49
12	5	1	league_6_combat_mastery_magic_active_large_15	36	62
12	5	2	league_6_combat_mastery_magic_active_large_17	54	56
12	5	3	league_6_combat_mastery_magic_active_large_18	54	59
12	5	4	league_6_combat_mastery_magic_active_large_19	60	45
12	5	5	league_6_combat_mastery_magic_active_large_21	60	63
12	5	6	league_6_combat_mastery_magic_active_large_22	60	63
12	5	7	league_6_combat_mastery_magic_active_large_23	60	63
12	5	8	league_6_combat_mastery_magic_active_large_24	60	63
12	5	9	league_6_combat_mastery_magic_active_large_3	54	57
12	5	10	league_6_combat_mastery_magic_active_large_5	60	63
12	5	11	league_6_combat_mastery_magic_active_large_7	36	62
12	5	12	league_6_combat_mastery_magic_active_small_0	24	24
12	5	13	league_6_combat_mastery_magic_active_small_1	18	18
12	5	14	league_6_combat_mastery_magic_active_small_10	24	21
12	5	15	league_6_combat_mastery_magic_active_small_11	16	17
12	5	16	league_6_combat_mastery_magic_active_small_12	16	21
12	5	17	league_6_combat_mastery_magic_active_small_13	18	16
12	5	18	league_6_combat_mastery_magic_active_small_14	24	23
12	5	19	league_6_combat_mastery_magic_active_small_15	12	20
12	6	0	league_6_combat_mastery_magic_active_small_16	22	22
12	6	1	league_6_combat_mastery_magic_active_small_17	18	18
12	6	2	league_6_combat_mastery_magic_active_small_18	18	19
12	6	3	league_6_combat_mastery_magic_active_small_19	20	17
12	6	4	league_6_combat_mastery_magic_active_small_2	26	27
12	6	5	league_6_combat_mastery_magic_active_small_20	10	29
12	6	6	league_6_combat_mastery_magic_active_small_21	20	21
12	6	7	league_6_combat_mastery_magic_active_small_22	20	21
12	6	8	league_6_combat_mastery_magic_active_small_23	20	21
12	6	9	league_6_combat_mastery_magic_active_small_24	20	21
12	6	10	league_6_combat_mastery_magic_active_small_3	18	19
12	6	11	league_6_combat_mastery_magic_active_small_4	18	27
12	6	12	league_6_combat_mastery_magic_active_small_5	20	21
12	6	13	league_6_combat_mastery_magic_active_small_6	22	22
12	6	14	league_6_combat_mastery_magic_active_small_7	12	20
12	6	15	league_6_combat_mastery_magic_active_small_8	14	20
12	6	16	league_6_combat_mastery_magic_inactive_large_0	64	64
12	6	17	league_6_combat_mastery_magic_inactive_large_1	54	54
12	6	18	league_6_combat_mastery_magic_inactive_large_10	64	56
12	6	19	league_6_combat_mastery_magic_inactive_large_11	48	51
12	7	0	league_6_combat_mastery_magic_inactive_large_12	48	64
12	7	1	league_6_combat_mastery_magic_inactive_large_13	54	49
12	7	2	league_6_combat_mastery_magic_inactive_large_15	36	62
12	7	3	league_6_combat_mastery_magic_inactive_large_17	54	56
12	7	4	league_6_combat_mastery_magic_inactive_large_18	54	59
12	7	5	league_6_combat_mastery_magic_inactive_large_19	60	45
12	7	6	league_6_combat_mastery_magic_inactive_large_21	60	63
12	7	7	league_6_combat_mastery_magic_inactive_large_22	60	63
12	7	8	league_6_combat_mastery_magic_inactive_large_23	60	63
12	7	9	league_6_combat_mastery_magic_inactive_large_24	60	63
12	7	10	league_6_combat_mastery_magic_inactive_large_3	54	57
12	7	11	league_6_combat_mastery_magic_inactive_large_5	60	63
12	7	12	league_6_combat_mastery_magic_inactive_large_7	36	62
12	7	13	league_6_combat_mastery_magic_inactive_small_0	24	24
12	7	14	league_6_combat_mastery_magic_inactive_small_1	18	18
12	7	15	league_6_combat_mastery_magic_inactive_small_10	24	21
12	7	16	league_6_combat_mastery_magic_inactive_small_11	16	17
12	7	17	league_6_combat_mastery_magic_inactive_small_12	16	21
12	7	18	league_6_combat_mastery_magic_inactive_small_13	18	16
12	7	19	league_6_combat_mastery_magic_inactive_small_14	24	23
12	8	0	league_6_combat_mastery_magic_inactive_small_15	12	20
12	8	1	league_6_combat_mastery_magic_inactive_small_16	22	22
12	8	2	league_6_combat_mastery_magic_inactive_small_17	18	18
12	8	3	league_6_combat_mastery_magic_inactive_small_18	18	19
12	8	4	league_6_combat_mastery_magic_inactive_small_19	20	17
12	8	5	league_6_combat_mastery_magic_inactive_small_2	26	27
12	8	6	league_6_combat_mastery_magic_inactive_small_20	10	29
12	8	7	league_6_combat_mastery_magic_inactive_small_21	20	21
12	8	8	league_6_combat_mastery_magic_inactive_small_22	20	21
12	8	9	league_6_combat_mastery_magic_inactive_small_23	20	21
12	8	10	league_6_combat_mastery_magic_inactive_small_24	20	21
12	8	11	league_6_combat_mastery_magic_inactive_small_3	18	19
12	8	12	league_6_combat_mastery_magic_inactive_small_4	18	27
12	8	13	league_6_combat_mastery_magic_inactive_small_5	20	21
12	8	14	league_6_combat_mastery_magic_inactive_small_6	22	22
12	8	15	league_6_combat_mastery_magic_inactive_small_7	12	20
12	8	16	league_6_combat_mastery_magic_inactive_small_8	14	20
12	8	17	league_6_combat_mastery_melee_active_large_11	60	57
12	8	18	league_6_combat_mastery_melee_active_large_12	40	57
12	8	19	league_6_combat_mastery_melee_active_large_2	64	52
12	9	0	league_6_combat_mastery_melee_active_small_0	30	30
12	9	1	league_6_combat_mastery_melee_active_small_1	22	21
12	9	2	league_6_combat_mastery_melee_active_small_10	20	28
12	9	3	league_6_combat_mastery_melee_active_small_11	20	19
12	9	4	league_6_combat_mastery_melee_active_small_12	12	17
12	9	5	league_6_combat_mastery_melee_active_small_13	12	21
12	9	6	league_6_combat_mastery_melee_active_small_14	16	28
12	9	7	league_6_combat_mastery_melee_active_small_17	22	22
12	9	8	league_6_combat_mastery_melee_active_small_2	20	17
12	9	9	league_6_combat_mastery_melee_active_small_3	22	22
12	9	10	league_6_combat_mastery_melee_active_small_4	28	24
12	9	11	league_6_combat_mastery_melee_active_small_5	24	20
12	9	12	league_6_combat_mastery_melee_active_small_6	12	20
12	9	13	league_6_combat_mastery_melee_active_small_7	14	23
12	9	14	league_6_combat_mastery_melee_active_small_8	18	26
12	9	15	league_6_combat_mastery_melee_active_small_9	26	27
12	9	16	league_6_combat_mastery_melee_inactive_large_11	60	57
12	9	17	league_6_combat_mastery_melee_inactive_large_12	40	57
12	9	18	league_6_combat_mastery_melee_inactive_large_2	64	52
12	9	19	league_6_combat_mastery_melee_inactive_small_0	30	30
12	10	0	league_6_combat_mastery_melee_inactive_small_1	22	21
12	10	1	league_6_combat_mastery_melee_inactive_small_10	20	28
12	10	2	league_6_combat_mastery_melee_inactive_small_11	20	19
